Measurement_System,FSK_Group_Key,Injection_Variant,FSK_SKU,Proposed_FSK_Code,Build_Status,Build_Source,Priority,Shaft_Value,Stern_OD_Value,Backend_Target_OD_in,Stern_Target_OD_in,FSA_SKU,FSA_Stock_SKU,Hose_SKU,Hose_Orientation,Clamp_Backend_SKU,Clamp_Stern_SKU,Clamp_Backend_Qty,Clamp_Stern_Qty,Requested_Port_Count,FSA_Stock_Variant,Injection_Action,Hose_Type,Stretch_Backend_in,Stretch_Stern_in,Sell_On_Website,Total_Stretch
Imperial,FSK-4500-6500,4,FSK-4500-6500-4,FSK-4500-6500-4,Generated,Rule Engine,2,4.5,6.5,5.5,6.5,FSA-4500-5500-8,FSA-4500-5500-8,HS 5500-6500,A->Backend,CLAMP-5500,CLAMP-6500,3,3,8,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-4500-7000,0,FSK-4500-7000-0,FSK-4500-7000-0,Generated,Rule Engine,2,4.5,7.0,6.5,7.0,FSA-4500-6500-0,FSA-4500-6500-1,HS 6500-7000,A->Backend,CLAMP-6500,CLAMP-7000,3,3,0,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-4500-7000,1,FSK-4500-7000-1,FSK-4500-7000-1,Generated,Rule Engine,2,4.5,7.0,6.5,7.0,FSA-4500-6500-1,FSA-4500-6500-1,HS 6500-7000,A->Backend,CLAMP-6500,CLAMP-7000,3,3,1,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-4500-7000,2,FSK-4500-7000-2,FSK-4500-7000-2,Generated,Rule Engine,2,4.5,7.0,6.5,7.0,FSA-4500-6500-8,FSA-4500-6500-8,HS 6500-7000,A->Backend,CLAMP-6500,CLAMP-7000,3,3,8,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-4500-7000,3,FSK-4500-7000-3,FSK-4500-7000-3,Generated,Rule Engine,2,4.5,7.0,8.0,7.0,FSA-4500-8000-1,FSA-4500-8000-1,HS 7000-8000,B->Backend,CLAMP-8000,CLAMP-7000,3,3,1,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-4500-7000,4,FSK-4500-7000-4,FSK-4500-7000-4,Generated,Rule Engine,4,4.5,7.0,7.0,7.0,FSA-4500-7000-1,FSA-4500-7000-1,HOSE 7000,A->Backend,CLAMP-7000,CLAMP-7000,3,3,1,0,0,Straight,0.0,0.0,False,0.0
Imperial,FSK-4500-8000,0,FSK-4500-8000-0,FSK-4500-8000-0,Generated,Rule Engine,2,4.5,8.0,6.5,8.0,FSA-4500-6500-0,FSA-4500-6500-1,HS 6500-8000,A->Backend,CLAMP-6500,CLAMP-8000,3,3,0,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-4500-8000,1,FSK-4500-8000-1,FSK-4500-8000-1,Generated,Rule Engine,2,4.5,8.0,6.5,8.0,FSA-4500-6500-1,FSA-4500-6500-1,HS 6500-8000,A->Backend,CLAMP-6500,CLAMP-8000,3,3,1,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-4500-8000,2,FSK-4500-8000-2,FSK-4500-8000-2,Generated,Rule Engine,2,4.5,8.0,6.5,8.0,FSA-4500-6500-8,FSA-4500-6500-8,HS 6500-8000,A->Backend,CLAMP-6500,CLAMP-8000,3,3,8,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-4500-8000,3,FSK-4500-8000-3,FSK-4500-8000-3,Generated,Rule Engine,2,4.5,8.0,7.0,8.0,FSA-4500-7000-1,FSA-4500-7000-1,HS 7000-8000,A->Backend,CLAMP-7000,CLAMP-8000,3,3,1,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-4500-8000,4,FSK-4500-8000-4,FSK-4500-8000-4,Generated,Rule Engine,4,4.5,8.0,8.0,8.0,FSA-4500-8000-1,FSA-4500-8000-1,HOSE 8000,A->Backend,CLAMP-8000,CLAMP-8000,3,3,1,0,0,Straight,0.0,0.0,False,0.0
Imperial,FSK-4750-7000,0,FSK-4750-7000-0,FSK-4750-7000-0,Generated,Rule Engine,2,4.75,7.0,6.5,7.0,FSA-4750-6500-1,FSA-4750-6500-1,HS 6500-7000,A->Backend,CLAMP-6500,CLAMP-7000,3,3,1,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-4750-7000,1,FSK-4750-7000-1,FSK-4750-7000-1,Generated,Rule Engine,2,4.75,7.0,6.5,7.0,FSA-4750-6500-8,FSA-4750-6500-8,HS 6500-7000,A->Backend,CLAMP-6500,CLAMP-7000,3,3,8,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-5000-6500,0,FSK-5000-6500-0,FSK-5000-6500-0,Generated,Rule Engine,2,5.0,6.5,7.0,6.5,FSA-5000-7000-1,FSA-5000-7000-1,HS 6500-7000,B->Backend,CLAMP-7000,CLAMP-6500,3,3,1,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-5000-6500,1,FSK-5000-6500-1,FSK-5000-6500-1,Generated,Rule Engine,2,5.0,6.5,7.0,6.5,FSA-5000-7000-51,FSA-5000-7000-51,HS 6500-7000,B->Backend,CLAMP-7000,CLAMP-6500,3,3,51,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-5000-6500,2,FSK-5000-6500-2,FSK-5000-6500-2,Generated,Rule Engine,2,5.0,6.5,8.0,6.5,FSA-5000-8000-1,FSA-5000-8000-1,HS 6500-8000,B->Backend,CLAMP-8000,CLAMP-6500,3,3,1,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-5000-6500,3,FSK-5000-6500-3,FSK-5000-6500-3,Generated,Rule Engine,4,5.0,6.5,6.5,6.5,FSA-5000-6500-0,FSA-5000-6500-1,HOSE 6500,A->Backend,CLAMP-6500,CLAMP-6500,3,3,0,0,0,Straight,0.0,0.0,False,0.0
Imperial,FSK-5000-6500,4,FSK-5000-6500-4,FSK-5000-6500-4,Generated,Rule Engine,4,5.0,6.5,6.5,6.5,FSA-5000-6500-1,FSA-5000-6500-1,HOSE 6500,A->Backend,CLAMP-6500,CLAMP-6500,3,3,1,0,0,Straight,0.0,0.0,False,0.0
Imperial,FSK-5000-7000,0,FSK-5000-7000-0,FSK-5000-7000-0,Generated,Rule Engine,2,5.0,7.0,6.5,7.0,FSA-5000-6500-0,FSA-5000-6500-1,HS 6500-7000,A->Backend,CLAMP-6500,CLAMP-7000,3,3,0,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-5000-7000,1,FSK-5000-7000-1,FSK-5000-7000-1,Generated,Rule Engine,2,5.0,7.0,6.5,7.0,FSA-5000-6500-1,FSA-5000-6500-1,HS 6500-7000,A->Backend,CLAMP-6500,CLAMP-7000,3,3,1,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-5000-7000,2,FSK-5000-7000-2,FSK-5000-7000-2,Generated,Rule Engine,2,5.0,7.0,6.5,7.0,FSA-5000-6500-51,FSA-5000-6500-51,HS 6500-7000,A->Backend,CLAMP-6500,CLAMP-7000,3,3,51,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-5000-7000,3,FSK-5000-7000-3,FSK-5000-7000-3,Generated,Rule Engine,2,5.0,7.0,8.0,7.0,FSA-5000-8000-1,FSA-5000-8000-1,HS 7000-8000,B->Backend,CLAMP-8000,CLAMP-7000,3,3,1,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-5000-7000,4,FSK-5000-7000-4,FSK-5000-7000-4,Generated,Rule Engine,4,5.0,7.0,7.0,7.0,FSA-5000-7000-1,FSA-5000-7000-1,HOSE 7000,A->Backend,CLAMP-7000,CLAMP-7000,3,3,1,0,0,Straight,0.0,0.0,False,0.0
Imperial,FSK-5000-8000,0,FSK-5000-8000-0,FSK-5000-8000-0,Generated,Rule Engine,2,5.0,8.0,6.5,8.0,FSA-5000-6500-0,FSA-5000-6500-1,HS 6500-8000,A->Backend,CLAMP-6500,CLAMP-8000,3,3,0,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-5000-8000,1,FSK-5000-8000-1,FSK-5000-8000-1,Generated,Rule Engine,2,5.0,8.0,6.5,8.0,FSA-5000-6500-1,FSA-5000-6500-1,HS 6500-8000,A->Backend,CLAMP-6500,CLAMP-8000,3,3,1,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-5000-8000,2,FSK-5000-8000-2,FSK-5000-8000-2,Generated,Rule Engine,2,5.0,8.0,6.5,8.0,FSA-5000-6500-51,FSA-5000-6500-51,HS 6500-8000,A->Backend,CLAMP-6500,CLAMP-8000,3,3,51,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-5000-8000,3,FSK-5000-8000-3,FSK-5000-8000-3,Generated,Rule Engine,2,5.0,8.0,7.0,8.0,FSA-5000-7000-1,FSA-5000-7000-1,HS 7000-8000,A->Backend,CLAMP-7000,CLAMP-8000,3,3,1,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-5000-8000,4,FSK-5000-8000-4,FSK-5000-8000-4,Generated,Rule Engine,2,5.0,8.0,7.0,8.0,FSA-5000-7000-51,FSA-5000-7000-51,HS 7000-8000,A->Backend,CLAMP-7000,CLAMP-8000,3,3,51,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-5500-6500,0,FSK-5500-6500-0,FSK-5500-6500-0,Generated,Rule Engine,2,5.5,6.5,7.0,6.5,FSA-5500-7000-1,FSA-5500-7000-1,HS 6500-7000,B->Backend,CLAMP-7000,CLAMP-6500,3,3,1,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-5500-6500,1,FSK-5500-6500-1,FSK-5500-6500-1,Generated,Rule Engine,2,5.5,6.5,7.0,6.5,FSA-5500-7000-5,FSA-5500-7000-5,HS 6500-7000,B->Backend,CLAMP-7000,CLAMP-6500,3,3,5,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-5500-6500,2,FSK-5500-6500-2,FSK-5500-6500-2,Generated,Rule Engine,2,5.5,6.5,7.0,6.5,FSA-5500-7000-51,FSA-5500-7000-51,HS 6500-7000,B->Backend,CLAMP-7000,CLAMP-6500,3,3,51,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-5500-6500,3,FSK-5500-6500-3,FSK-5500-6500-3,Generated,Rule Engine,2,5.5,6.5,8.0,6.5,FSA-5500-8000-1,FSA-5500-8000-1,HS 6500-8000,B->Backend,CLAMP-8000,CLAMP-6500,3,3,1,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-5500-6500,4,FSK-5500-6500-4,FSK-5500-6500-4,Generated,Rule Engine,4,5.5,6.5,6.5,6.5,FSA-5500-6500-1,FSA-5500-6500-1,HOSE 6500,A->Backend,CLAMP-6500,CLAMP-6500,3,3,1,0,0,Straight,0.0,0.0,False,0.0
Imperial,FSK-5500-7000,0,FSK-5500-7000-0,FSK-5500-7000-0,Generated,Rule Engine,2,5.5,7.0,6.5,7.0,FSA-5500-6500-1,FSA-5500-6500-1,HS 6500-7000,A->Backend,CLAMP-6500,CLAMP-7000,3,3,1,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-5500-7000,1,FSK-5500-7000-1,FSK-5500-7000-1,Generated,Rule Engine,2,5.5,7.0,6.5,7.0,FSA-5500-6500-4,FSA-5500-6500-4,HS 6500-7000,A->Backend,CLAMP-6500,CLAMP-7000,3,3,4,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-5500-7000,2,FSK-5500-7000-2,FSK-5500-7000-2,Generated,Rule Engine,2,5.5,7.0,6.5,7.0,FSA-5500-6500-41,FSA-5500-6500-41,HS 6500-7000,A->Backend,CLAMP-6500,CLAMP-7000,3,3,41,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-5500-7000,3,FSK-5500-7000-3,FSK-5500-7000-3,Generated,Rule Engine,2,5.5,7.0,6.5,7.0,FSA-5500-6500-5,FSA-5500-6500-5,HS 6500-7000,A->Backend,CLAMP-6500,CLAMP-7000,3,3,5,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-5500-7000,4,FSK-5500-7000-4,FSK-5500-7000-4,Generated,Rule Engine,2,5.5,7.0,6.5,7.0,FSA-5500-6500-51,FSA-5500-6500-51,HS 6500-7000,A->Backend,CLAMP-6500,CLAMP-7000,3,3,51,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-5500-8000,0,FSK-5500-8000-0,FSK-5500-8000-0,Generated,Rule Engine,2,5.5,8.0,6.5,8.0,FSA-5500-6500-1,FSA-5500-6500-1,HS 6500-8000,A->Backend,CLAMP-6500,CLAMP-8000,3,3,1,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-5500-8000,1,FSK-5500-8000-1,FSK-5500-8000-1,Generated,Rule Engine,2,5.5,8.0,6.5,8.0,FSA-5500-6500-4,FSA-5500-6500-4,HS 6500-8000,A->Backend,CLAMP-6500,CLAMP-8000,3,3,4,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-5500-8000,2,FSK-5500-8000-2,FSK-5500-8000-2,Generated,Rule Engine,2,5.5,8.0,6.5,8.0,FSA-5500-6500-41,FSA-5500-6500-41,HS 6500-8000,A->Backend,CLAMP-6500,CLAMP-8000,3,3,41,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-5500-8000,3,FSK-5500-8000-3,FSK-5500-8000-3,Generated,Rule Engine,2,5.5,8.0,6.5,8.0,FSA-5500-6500-5,FSA-5500-6500-5,HS 6500-8000,A->Backend,CLAMP-6500,CLAMP-8000,3,3,5,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-5500-8000,4,FSK-5500-8000-4,FSK-5500-8000-4,Generated,Rule Engine,2,5.5,8.0,6.5,8.0,FSA-5500-6500-51,FSA-5500-6500-51,HS 6500-8000,A->Backend,CLAMP-6500,CLAMP-8000,3,3,51,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-6000-8000,0,FSK-6000-8000-0,FSK-6000-8000-0,Generated,Rule Engine,4,6.0,8.0,8.0,8.0,FSA-6000-8000-1,FSA-6000-8000-1,HOSE 8000,A->Backend,CLAMP-8000,CLAMP-8000,3,3,1,0,0,Straight,0.0,0.0,False,0.0
Imperial,FSK-6000-8000,1,FSK-6000-8000-1,FSK-6000-8000-1,Generated,Rule Engine,4,6.0,8.0,8.0,8.0,FSA-6000-8000-51,FSA-6000-8000-51,HOSE 8000,A->Backend,CLAMP-8000,CLAMP-8000,3,3,51,0,0,Straight,0.0,0.0,False,0.0
Metric,FSKM-100M-127M,0,FSKM-100M-127M-0,FSKM-100M-127M-0,Generated,Rule Engine,2,100.0,127.0,5.511811023622047,5.0,FSA-100M-140M-1,FSA-100M-140M-1,HS 5000-5500,B->Backend,CLAMP-5500,CLAMP-5000,2,2,1,0,0,Articulated,0.0,0.0,True,0.0
Metric,FSKM-100M-127M,1,FSKM-100M-127M-1,FSKM-100M-127M-1,Generated,Rule Engine,2,100.0,127.0,5.511811023622047,5.0,FSA-100M-140M-8,FSA-100M-140M-8,HS 5000-5500,B->Backend,CLAMP-5500,CLAMP-5000,2,2,8,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-100M-127M,2,FSKM-100M-127M-2,FSKM-100M-127M-2,Generated,Rule Engine,4,100.0,127.0,5.0,5.0,FSA-100M-127M-0,FSA-100M-127M-1,HOSE 5000,A->Backend,CLAMP-5000,CLAMP-5000,2,2,0,0,0,Straight,0.0,0.0,False,0.0
Metric,FSKM-100M-127M,3,FSKM-100M-127M-3,FSKM-100M-127M-3,Generated,Rule Engine,4,100.0,127.0,5.0,5.0,FSA-100M-127M-1,FSA-100M-127M-1,HOSE 5000,A->Backend,CLAMP-5000,CLAMP-5000,2,2,1,0,0,Straight,0.0,0.0,True,0.0
Metric,FSKM-100M-127M,4,FSKM-100M-127M-4,FSKM-100M-127M-4,Generated,Rule Engine,4,100.0,127.0,5.0,5.0,FSA-100M-127M-2,FSA-100M-127M-2,HOSE 5000,A->Backend,CLAMP-5000,CLAMP-5000,2,2,2,0,0,Straight,0.0,0.0,False,0.0
Metric,FSKM-100M-140M,0,FSKM-100M-140M-0,FSKM-100M-140M-0,Generated,Rule Engine,2,100.0,140.0,5.0,5.511811023622047,FSA-100M-127M-0,FSA-100M-127M-1,HS 5000-5500,A->Backend,CLAMP-5000,CLAMP-5500,2,2,0,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-100M-140M,1,FSKM-100M-140M-1,FSKM-100M-140M-1,Generated,Rule Engine,2,100.0,140.0,5.0,5.511811023622047,FSA-100M-127M-1,FSA-100M-127M-1,HS 5000-5500,A->Backend,CLAMP-5000,CLAMP-5500,2,2,1,0,0,Articulated,0.0,0.0,True,0.0
Metric,FSKM-100M-140M,2,FSKM-100M-140M-2,FSKM-100M-140M-2,Generated,Rule Engine,2,100.0,140.0,5.0,5.511811023622047,FSA-100M-127M-2,FSA-100M-127M-2,HS 5000-5500,A->Backend,CLAMP-5000,CLAMP-5500,2,2,2,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-100M-140M,3,FSKM-100M-140M-3,FSKM-100M-140M-3,Generated,Rule Engine,2,100.0,140.0,5.0,5.511811023622047,FSA-100M-127M-4,FSA-100M-127M-4,HS 5000-5500,A->Backend,CLAMP-5000,CLAMP-5500,2,2,4,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-100M-140M,4,FSKM-100M-140M-4,FSKM-100M-140M-4,Generated,Rule Engine,2,100.0,140.0,5.0,5.511811023622047,FSA-100M-127M-41,FSA-100M-127M-41,HS 5000-5500,A->Backend,CLAMP-5000,CLAMP-5500,2,2,41,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-100M-152M,0,FSKM-100M-152M-0,FSKM-100M-152M-0,Generated,Rule Engine,2,100.0,152.0,5.0,5.984251968503937,FSA-100M-127M-0,FSA-100M-127M-1,HS 5000-6000,A->Backend,CLAMP-5000,CLAMP-6000,2,2,0,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-100M-152M,1,FSKM-100M-152M-1,FSKM-100M-152M-1,Generated,Rule Engine,2,100.0,152.0,5.0,5.984251968503937,FSA-100M-127M-1,FSA-100M-127M-1,HS 5000-6000,A->Backend,CLAMP-5000,CLAMP-6000,2,2,1,0,0,Articulated,0.0,0.0,True,0.0
Metric,FSKM-100M-152M,2,FSKM-100M-152M-2,FSKM-100M-152M-2,Generated,Rule Engine,2,100.0,152.0,5.0,5.984251968503937,FSA-100M-127M-2,FSA-100M-127M-2,HS 5000-6000,A->Backend,CLAMP-5000,CLAMP-6000,2,2,2,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-100M-152M,3,FSKM-100M-152M-3,FSKM-100M-152M-3,Generated,Rule Engine,2,100.0,152.0,5.0,5.984251968503937,FSA-100M-127M-4,FSA-100M-127M-4,HS 5000-6000,A->Backend,CLAMP-5000,CLAMP-6000,2,2,4,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-100M-152M,4,FSKM-100M-152M-4,FSKM-100M-152M-4,Generated,Rule Engine,2,100.0,152.0,5.0,5.984251968503937,FSA-100M-127M-41,FSA-100M-127M-41,HS 5000-6000,A->Backend,CLAMP-5000,CLAMP-6000,2,2,41,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-100M-165M,0,FSKM-100M-165M-0,FSKM-100M-165M-0,Generated,Rule Engine,2,100.0,165.0,5.511811023622047,6.496062992125984,FSA-100M-140M-1,FSA-100M-140M-1,HS 5500-6500,A->Backend,CLAMP-5500,CLAMP-6500,3,3,1,0,0,Articulated,0.0,0.0,True,0.0
Metric,FSKM-100M-165M,1,FSKM-100M-165M-1,FSKM-100M-165M-1,Generated,Rule Engine,2,100.0,165.0,5.511811023622047,6.496062992125984,FSA-100M-140M-8,FSA-100M-140M-8,HS 5500-6500,A->Backend,CLAMP-5500,CLAMP-6500,3,3,8,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-100M-165M,2,FSKM-100M-165M-2,FSKM-100M-165M-2,Generated,Rule Engine,4,100.0,165.0,6.496062992125984,6.496062992125984,FSA-100M-165M-1,FSA-100M-165M-1,HOSE 6500,A->Backend,CLAMP-6500,CLAMP-6500,3,3,1,0,0,Straight,0.0,0.0,False,0.0
Metric,FSKM-100M-165M,3,FSKM-100M-165M-3,FSKM-100M-165M-3,Generated,Rule Engine,4,100.0,165.0,6.496062992125984,6.496062992125984,FSA-100M-165M-41,FSA-100M-165M-41,HOSE 6500,A->Backend,CLAMP-6500,CLAMP-6500,3,3,41,0,0,Straight,0.0,0.0,False,0.0
Metric,FSKM-100M-165M,4,FSKM-100M-165M-4,FSKM-100M-165M-4,Generated,Rule Engine,4,100.0,165.0,6.496062992125984,6.496062992125984,FSA-100M-165M-51,FSA-100M-165M-51,HOSE 6500,A->Backend,CLAMP-6500,CLAMP-6500,3,3,51,0,0,Straight,0.0,0.0,False,0.0
Metric,FSKM-100M-178M,0,FSKM-100M-178M-0,FSKM-100M-178M-0,Generated,Rule Engine,2,100.0,178.0,6.496062992125984,7.0078740157480315,FSA-100M-165M-1,FSA-100M-165M-1,HS 6500-7000,A->Backend,CLAMP-6500,CLAMP-7000,3,3,1,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-100M-178M,1,FSKM-100M-178M-1,FSKM-100M-178M-1,Generated,Rule Engine,2,100.0,178.0,6.496062992125984,7.0078740157480315,FSA-100M-165M-41,FSA-100M-165M-41,HS 6500-7000,A->Backend,CLAMP-6500,CLAMP-7000,3,3,41,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-100M-178M,2,FSKM-100M-178M-2,FSKM-100M-178M-2,Generated,Rule Engine,2,100.0,178.0,6.496062992125984,7.0078740157480315,FSA-100M-165M-51,FSA-100M-165M-51,HS 6500-7000,A->Backend,CLAMP-6500,CLAMP-7000,3,3,51,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-100M-203M,0,FSKM-100M-203M-0,FSKM-100M-203M-0,Generated,Rule Engine,2,100.0,203.0,6.496062992125984,7.9921259842519685,FSA-100M-165M-1,FSA-100M-165M-1,HS 6500-8000,A->Backend,CLAMP-6500,CLAMP-8000,3,3,1,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-100M-203M,1,FSKM-100M-203M-1,FSKM-100M-203M-1,Generated,Rule Engine,2,100.0,203.0,6.496062992125984,7.9921259842519685,FSA-100M-165M-41,FSA-100M-165M-41,HS 6500-8000,A->Backend,CLAMP-6500,CLAMP-8000,3,3,41,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-100M-203M,2,FSKM-100M-203M-2,FSKM-100M-203M-2,Generated,Rule Engine,2,100.0,203.0,6.496062992125984,7.9921259842519685,FSA-100M-165M-51,FSA-100M-165M-51,HS 6500-8000,A->Backend,CLAMP-6500,CLAMP-8000,3,3,51,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-105M-127M,0,FSKM-105M-127M-0,FSKM-105M-127M-0,Generated,Rule Engine,2,105.0,127.0,5.511811023622047,5.0,FSA-105M-140M-0,FSA-105M-140M-1,HS 5000-5500,B->Backend,CLAMP-5500,CLAMP-5000,2,2,0,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-105M-127M,1,FSKM-105M-127M-1,FSKM-105M-127M-1,Generated,Rule Engine,2,105.0,127.0,5.511811023622047,5.0,FSA-105M-140M-1,FSA-105M-140M-1,HS 5000-5500,B->Backend,CLAMP-5500,CLAMP-5000,2,2,1,0,0,Articulated,0.0,0.0,True,0.0
Metric,FSKM-105M-127M,2,FSKM-105M-127M-2,FSKM-105M-127M-2,Generated,Rule Engine,4,105.0,127.0,5.0,5.0,FSA-105M-127M-1,FSA-105M-127M-1,HOSE 5000,A->Backend,CLAMP-5000,CLAMP-5000,2,2,1,0,0,Straight,0.0,0.0,True,0.0
Metric,FSKM-105M-140M,0,FSKM-105M-140M-0,FSKM-105M-140M-0,Generated,Rule Engine,2,105.0,140.0,5.0,5.511811023622047,FSA-105M-127M-1,FSA-105M-127M-1,HS 5000-5500,A->Backend,CLAMP-5000,CLAMP-5500,2,2,1,0,0,Articulated,0.0,0.0,True,0.0
Metric,FSKM-105M-140M,1,FSKM-105M-140M-1,FSKM-105M-140M-1,Generated,Rule Engine,2,105.0,140.0,6.496062992125984,5.511811023622047,FSA-105M-165M-0,FSA-105M-165M-1,HS 5500-6500,B->Backend,CLAMP-6500,CLAMP-5500,3,3,0,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-105M-140M,2,FSKM-105M-140M-2,FSKM-105M-140M-2,Generated,Rule Engine,2,105.0,140.0,6.496062992125984,5.511811023622047,FSA-105M-165M-1,FSA-105M-165M-1,HS 5500-6500,B->Backend,CLAMP-6500,CLAMP-5500,3,3,1,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-105M-140M,3,FSKM-105M-140M-3,FSKM-105M-140M-3,Generated,Rule Engine,4,105.0,140.0,5.511811023622047,5.511811023622047,FSA-105M-140M-0,FSA-105M-140M-1,HOSE 5500,A->Backend,CLAMP-5500,CLAMP-5500,2,2,0,0,0,Straight,0.0,0.0,False,0.0
Metric,FSKM-105M-140M,4,FSKM-105M-140M-4,FSKM-105M-140M-4,Generated,Rule Engine,4,105.0,140.0,5.511811023622047,5.511811023622047,FSA-105M-140M-1,FSA-105M-140M-1,HOSE 5500,A->Backend,CLAMP-5500,CLAMP-5500,2,2,1,0,0,Straight,0.0,0.0,True,0.0
Metric,FSKM-105M-152M,0,FSKM-105M-152M-0,FSKM-105M-152M-0,Generated,Rule Engine,2,105.0,152.0,5.0,5.984251968503937,FSA-105M-127M-1,FSA-105M-127M-1,HS 5000-6000,A->Backend,CLAMP-5000,CLAMP-6000,2,2,1,0,0,Articulated,0.0,0.0,True,0.0
Metric,FSKM-105M-165M,0,FSKM-105M-165M-0,FSKM-105M-165M-0,Generated,Rule Engine,2,105.0,165.0,5.511811023622047,6.496062992125984,FSA-105M-140M-0,FSA-105M-140M-1,HS 5500-6500,A->Backend,CLAMP-5500,CLAMP-6500,3,3,0,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-105M-165M,1,FSKM-105M-165M-1,FSKM-105M-165M-1,Generated,Rule Engine,2,105.0,165.0,5.511811023622047,6.496062992125984,FSA-105M-140M-1,FSA-105M-140M-1,HS 5500-6500,A->Backend,CLAMP-5500,CLAMP-6500,3,3,1,0,0,Articulated,0.0,0.0,True,0.0
Metric,FSKM-105M-165M,2,FSKM-105M-165M-2,FSKM-105M-165M-2,Generated,Rule Engine,4,105.0,165.0,6.496062992125984,6.496062992125984,FSA-105M-165M-0,FSA-105M-165M-1,HOSE 6500,A->Backend,CLAMP-6500,CLAMP-6500,3,3,0,0,0,Straight,0.0,0.0,False,0.0
Metric,FSKM-105M-165M,3,FSKM-105M-165M-3,FSKM-105M-165M-3,Generated,Rule Engine,4,105.0,165.0,6.496062992125984,6.496062992125984,FSA-105M-165M-1,FSA-105M-165M-1,HOSE 6500,A->Backend,CLAMP-6500,CLAMP-6500,3,3,1,0,0,Straight,0.0,0.0,False,0.0
Metric,FSKM-105M-203M,0,FSKM-105M-203M-0,FSKM-105M-203M-0,Generated,Rule Engine,2,105.0,203.0,6.496062992125984,7.9921259842519685,FSA-105M-165M-0,FSA-105M-165M-1,HS 6500-8000,A->Backend,CLAMP-6500,CLAMP-8000,3,3,0,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-105M-203M,1,FSKM-105M-203M-1,FSKM-105M-203M-1,Generated,Rule Engine,2,105.0,203.0,6.496062992125984,7.9921259842519685,FSA-105M-165M-1,FSA-105M-165M-1,HS 6500-8000,A->Backend,CLAMP-6500,CLAMP-8000,3,3,1,0,0,Articulated,0.0,0.0,False,0.0
