System,ShaftSize,ShaftUnits,SternSize,SternUnits,FSK_Template,FSK_Notes,Priority,RuleType,FSA_Template,FSA_Tail_OD_in,Hose_Code,Hose_End1_in,Hose_End2_in,Clamp1_Code,Clamp2_Code,Comments
metric,45.0,mm,63.0,mm,FSKM-45M-63M-1,"stretch at FSA end (0.230"" larger OD than hose ID); stretch at stern end (0.110"" larger OD than hose ID)",4,stretch_quarter_in,FSA-45M-63M-1,2.4803149606299213,HS 2250-2375,2.25,2.375,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
metric,45.0,mm,63.0,mm,FSKM-45M-63M-1,"stretch at FSA end (0.110"" larger OD than hose ID); stretch at stern end (0.230"" larger OD than hose ID)",4,stretch_quarter_in,FSA-45M-63M-1,2.4803149606299213,HS 2250-2375,2.25,2.375,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down No
metric,45.0,mm,63.0,mm,FSKM-45M-63M-1,"stretch at FSA end (0.105"" larger OD than hose ID); stretch at stern end (0.230"" larger OD than hose ID)",4,stretch_quarter_in,FSA-45M-63M-1,2.4803149606299213,HS 2250-2375,2.25,2.375,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down No
metric,45.0,mm,64.0,mm,FSKM-45M-64M-1,"step-down (FSA tail > stern); stretch at FSA end (0.013"" larger OD than hose ID); stretch at stern end (0.020"" larger OD than hose ID)",1,recommended,FSA-45M-67M-1,2.6377952755905514,HS 2500-2625,2.5,2.625,,,Recommended | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down Yes
metric,45.0,mm,64.0,mm,FSKM-45M-64M-1,"stretch at FSA end (0.230"" larger OD than hose ID); stretch at stern end (0.150"" larger OD than hose ID)",4,stretch_quarter_in,FSA-45M-63M-1,2.4803149606299213,HS 2250-2375,2.25,2.375,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
metric,45.0,mm,64.0,mm,FSKM-45M-64M-1,"stretch at FSA end (0.230"" larger OD than hose ID); stretch at stern end (0.145"" larger OD than hose ID)",4,stretch_quarter_in,FSA-45M-63M-1,2.4803149606299213,HS 2250-2375,2.25,2.375,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
metric,45.0,mm,64.0,mm,FSKM-45M-64M-1,"step-down (FSA tail > stern); stretch at FSA end (0.131"" larger OD than hose ID); stretch at stern end (0.020"" larger OD than hose ID)",4,stretch_quarter_in,FSA-45M-70M-0,2.755905511811024,HS 2500-2625,2.5,2.625,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down Yes
metric,45.0,mm,64.0,mm,FSKM-45M-64M-1,"step-down (FSA tail > stern); stretch at FSA end (0.249"" larger OD than hose ID); stretch at stern end (0.020"" larger OD than hose ID)",4,stretch_quarter_in,FSA-45M-73M-0,2.8740157480314963,HS 2500-2625,2.5,2.625,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down Yes
metric,45.0,mm,64.0,mm,FSKM-45M-64M-1,"step-down (FSA tail > stern); stretch at FSA end (0.006"" larger OD than hose ID); stretch at stern end (0.020"" larger OD than hose ID)",4,stretch_quarter_in,FSA-45M-70M-0,2.755905511811024,HS 2500-2750,2.5,2.75,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down Yes
metric,45.0,mm,64.0,mm,FSKM-45M-64M-1,"step-down (FSA tail > stern); stretch at FSA end (0.124"" larger OD than hose ID); stretch at stern end (0.020"" larger OD than hose ID)",4,stretch_quarter_in,FSA-45M-73M-0,2.8740157480314963,HS 2500-2750,2.5,2.75,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down Yes
metric,45.0,mm,64.0,mm,FSKM-45M-64M-1,"step-down (FSA tail > stern); stretch at FSA end (0.242"" larger OD than hose ID); stretch at stern end (0.020"" larger OD than hose ID)",4,stretch_quarter_in,FSA-45M-76M-0,2.9921259842519685,HS 2500-2750,2.5,2.75,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down Yes
metric,45.0,mm,70.0,mm,FSKM-45M-70M-1,"loose under 1mm at FSA end (0.020"" looser than OD); stretch at stern end (0.006"" larger OD than hose ID)",1,recommended,FSA-45M-63M-1,2.4803149606299213,HS 2500-2750,2.5,2.75,,,Recommended | Hose normal | Fit FSA loose_under_1mm | Fit stern stretch | Step-down No
metric,45.0,mm,70.0,mm,FSKM-45M-70M-1,"loose under 1mm at FSA end (0.020"" looser than OD); stretch at stern end (0.131"" larger OD than hose ID)",4,stretch_quarter_in,FSA-45M-63M-1,2.4803149606299213,HS 2500-2625,2.5,2.625,,,Alternative | Hose normal | Fit FSA loose_under_1mm | Fit stern stretch | Step-down No
metric,45.0,mm,70.0,mm,FSKM-45M-70M-1,"stretch at FSA end (0.138"" larger OD than hose ID); stretch at stern end (0.131"" larger OD than hose ID)",4,stretch_quarter_in,FSA-45M-67M-1,2.6377952755905514,HS 2500-2625,2.5,2.625,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
metric,45.0,mm,70.0,mm,FSKM-45M-70M-1,"stretch at FSA end (0.138"" larger OD than hose ID); stretch at stern end (0.006"" larger OD than hose ID)",4,stretch_quarter_in,FSA-45M-67M-1,2.6377952755905514,HS 2500-2750,2.5,2.75,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
metric,45.0,mm,76.0,mm,FSKM-45M-76M-1,"step-down (FSA tail > stern); stretch at FSA end (0.110"" larger OD than hose ID); loose under 1mm at stern end (0.008"" looser than OD)",1,recommended,FSA-45M-79M-0,3.110236220472441,HS 3000-3000,3.0,3.0,,,Recommended | Hose normal | Fit FSA stretch | Fit stern loose_under_1mm | Step-down Yes
metric,45.0,mm,76.0,mm,FSKM-45M-76M-1,"loose under 1mm at FSA end (0.008"" looser than OD); loose under 1mm at stern end (0.008"" looser than OD)",3,straight_hose,FSA-45M-76M-0,2.9921259842519685,HS 3000-3000,3.0,3.0,,,Alternative | Hose normal | Fit FSA loose_under_1mm | Fit stern loose_under_1mm | Step-down No
metric,45.0,mm,76.0,mm,FSKM-45M-76M-1,"loose under 1mm at FSA end (0.020"" looser than OD); stretch at stern end (0.242"" larger OD than hose ID)",4,stretch_quarter_in,FSA-45M-63M-1,2.4803149606299213,HS 2500-2750,2.5,2.75,,,Alternative | Hose normal | Fit FSA loose_under_1mm | Fit stern stretch | Step-down No
metric,45.0,mm,76.0,mm,FSKM-45M-76M-1,"stretch at FSA end (0.138"" larger OD than hose ID); stretch at stern end (0.242"" larger OD than hose ID)",4,stretch_quarter_in,FSA-45M-67M-1,2.6377952755905514,HS 2500-2750,2.5,2.75,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
metric,45.0,mm,89.0,mm,FSKM-45M-89M-1,"loose under 1mm at FSA end (0.008"" looser than OD); stretch at stern end (0.004"" larger OD than hose ID)",1,recommended,FSA-45M-76M-0,2.9921259842519685,HS 3000-3500,3.0,3.5,,,Recommended | Hose normal | Fit FSA loose_under_1mm | Fit stern stretch | Step-down No
metric,45.0,mm,89.0,mm,FSKM-45M-89M-1,"stretch at FSA end (0.110"" larger OD than hose ID); stretch at stern end (0.004"" larger OD than hose ID)",4,stretch_quarter_in,FSA-45M-79M-0,3.110236220472441,HS 3000-3500,3.0,3.5,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
metric,50.0,mm,64.0,mm,FSKM-50M-64M-1,"step-down (FSA tail > stern); stretch at FSA end (0.242"" larger OD than hose ID); stretch at stern end (0.020"" larger OD than hose ID)",1,recommended,FSA-50M-76M-1,2.9921259842519685,HS 2500-2750,2.5,2.75,,,Recommended | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down Yes
metric,50.0,mm,64.0,mm,FSKM-50M-64M-1,"step-down (FSA tail > stern); stretch at FSA end (0.131"" larger OD than hose ID); stretch at stern end (0.020"" larger OD than hose ID)",4,stretch_quarter_in,FSA-50M-70M-1,2.755905511811024,HS 2500-2625,2.5,2.625,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down Yes
metric,50.0,mm,64.0,mm,FSKM-50M-64M-1,"step-down (FSA tail > stern); stretch at FSA end (0.006"" larger OD than hose ID); stretch at stern end (0.020"" larger OD than hose ID)",4,stretch_quarter_in,FSA-50M-70M-1,2.755905511811024,HS 2500-2750,2.5,2.75,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down Yes
metric,50.0,mm,70.0,mm,FSKM-50M-70M-1,"Estimated build based on closest imperial hose; verify suitability.; stretch at FSA end (0.256"" larger OD than hose ID); stretch at stern end (0.006"" larger OD than hose ID)",5,estimated,FSA-50M-70M-1,2.755905511811024,HS 2500-2750,2.5,2.75,,,Estimated build | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
metric,50.0,mm,76.0,mm,FSKM-50M-76M-1,"loose under 1mm at FSA end (0.008"" looser than OD); loose under 1mm at stern end (0.008"" looser than OD)",1,recommended,FSA-50M-76M-1,2.9921259842519685,HS 3000-3000,3.0,3.0,,,Recommended | Hose normal | Fit FSA loose_under_1mm | Fit stern loose_under_1mm | Step-down No
metric,50.0,mm,76.0,mm,FSKM-50M-76M-1,"step-down (FSA tail > stern); stretch at FSA end (0.150"" larger OD than hose ID); loose under 1mm at stern end (0.008"" looser than OD)",3,straight_hose,FSA-50M-80M-1,3.1496062992125986,HS 3000-3000,3.0,3.0,,,Alternative | Hose normal | Fit FSA stretch | Fit stern loose_under_1mm | Step-down Yes
metric,50.0,mm,76.0,mm,FSKM-50M-76M-1,"step-down (FSA tail > stern); stretch at FSA end (0.004"" larger OD than hose ID); loose under 1mm at stern end (0.008"" looser than OD)",3,straight_hose,FSA-50M-89M-1,3.503937007874016,HS 3000-3500,3.0,3.5,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern loose_under_1mm | Step-down Yes
metric,50.0,mm,80.0,mm,FSKM-50M-80M-1,"step-down (FSA tail > stern); stretch at FSA end (0.004"" larger OD than hose ID); stretch at stern end (0.150"" larger OD than hose ID)",1,recommended,FSA-50M-89M-1,3.503937007874016,HS 3000-3500,3.0,3.5,,,Recommended | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down Yes
metric,50.0,mm,80.0,mm,FSKM-50M-80M-1,"loose under 1mm at FSA end (0.008"" looser than OD); stretch at stern end (0.150"" larger OD than hose ID)",4,stretch_quarter_in,FSA-50M-76M-1,2.9921259842519685,HS 3000-3000,3.0,3.0,,,Alternative | Hose normal | Fit FSA loose_under_1mm | Fit stern stretch | Step-down No
metric,50.0,mm,80.0,mm,FSKM-50M-80M-1,"stretch at FSA end (0.150"" larger OD than hose ID); stretch at stern end (0.150"" larger OD than hose ID)",4,stretch_quarter_in,FSA-50M-80M-1,3.1496062992125986,HS 3000-3000,3.0,3.0,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
metric,50.0,mm,83.0,mm,FSKM-50M-83M-1,"stretch at FSA end (0.018"" larger OD than hose ID); stretch at stern end (0.018"" larger OD than hose ID)",1,recommended,FSA-50M-83M-1,3.267716535433071,HS 3250-3250,3.25,3.25,,,Recommended | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
metric,50.0,mm,89.0,mm,FSKM-50M-89M-1,"stretch at FSA end (0.004"" larger OD than hose ID); stretch at stern end (0.004"" larger OD than hose ID)",1,recommended,FSA-50M-89M-1,3.503937007874016,HS 3500-3500,3.5,3.5,,,Recommended | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
metric,50.0,mm,89.0,mm,FSKM-50M-89M-1,"loose under 1mm at FSA end (0.008"" looser than OD); stretch at stern end (0.004"" larger OD than hose ID)",4,stretch_quarter_in,FSA-50M-76M-1,2.9921259842519685,HS 3000-3500,3.0,3.5,,,Alternative | Hose normal | Fit FSA loose_under_1mm | Fit stern stretch | Step-down No
metric,50.0,mm,89.0,mm,FSKM-50M-89M-1,"stretch at FSA end (0.150"" larger OD than hose ID); stretch at stern end (0.004"" larger OD than hose ID)",4,stretch_quarter_in,FSA-50M-80M-1,3.1496062992125986,HS 3000-3500,3.0,3.5,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
metric,50.0,mm,102.0,mm,FSKM-50M-102M-1,"stretch at FSA end (0.004"" larger OD than hose ID); stretch at stern end (0.016"" larger OD than hose ID)",1,recommended,FSA-50M-89M-1,3.503937007874016,HS 3500-4000,3.5,4.0,,,Recommended | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
metric,55.0,mm,76.0,mm,FSKM-55M-76M-1,"step-down (FSA tail > stern); stretch at FSA end (0.110"" larger OD than hose ID); loose under 1mm at stern end (0.008"" looser than OD)",1,recommended,FSA-55M-79M-1,3.110236220472441,HS 3000-3000,3.0,3.0,,,Recommended | Hose normal | Fit FSA stretch | Fit stern loose_under_1mm | Step-down Yes
metric,55.0,mm,76.0,mm,FSKM-55M-76M-1,"loose under 1mm at FSA end (0.008"" looser than OD); loose under 1mm at stern end (0.008"" looser than OD)",3,straight_hose,FSA-55M-76M-1,2.9921259842519685,HS 3000-3000,3.0,3.0,,,Alternative | Hose normal | Fit FSA loose_under_1mm | Fit stern loose_under_1mm | Step-down No
metric,55.0,mm,76.0,mm,FSKM-55M-76M-1,"step-down (FSA tail > stern); stretch at FSA end (0.004"" larger OD than hose ID); loose under 1mm at stern end (0.008"" looser than OD)",3,straight_hose,FSA-55M-89M-1,3.503937007874016,HS 3000-3500,3.0,3.5,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern loose_under_1mm | Step-down Yes
metric,55.0,mm,89.0,mm,FSKM-55M-89M-1,"stretch at FSA end (0.004"" larger OD than hose ID); stretch at stern end (0.004"" larger OD than hose ID)",1,recommended,FSA-55M-89M-1,3.503937007874016,HS 3500-3500,3.5,3.5,,,Recommended | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
metric,55.0,mm,89.0,mm,FSKM-55M-89M-1,"loose under 1mm at FSA end (0.008"" looser than OD); stretch at stern end (0.004"" larger OD than hose ID)",4,stretch_quarter_in,FSA-55M-76M-1,2.9921259842519685,HS 3000-3500,3.0,3.5,,,Alternative | Hose normal | Fit FSA loose_under_1mm | Fit stern stretch | Step-down No
metric,55.0,mm,89.0,mm,FSKM-55M-89M-1,"stretch at FSA end (0.110"" larger OD than hose ID); stretch at stern end (0.004"" larger OD than hose ID)",4,stretch_quarter_in,FSA-55M-79M-1,3.110236220472441,HS 3000-3500,3.0,3.5,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
metric,55.0,mm,102.0,mm,FSKM-55M-102M-1,"stretch at FSA end (0.004"" larger OD than hose ID); stretch at stern end (0.016"" larger OD than hose ID)",1,recommended,FSA-55M-89M-1,3.503937007874016,HS 3500-4000,3.5,4.0,,,Recommended | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
metric,60.0,mm,76.0,mm,FSKM-60M-76M-1,"step-down (FSA tail > stern); stretch at FSA end (0.240"" larger OD than hose ID); loose under 1mm at stern end (0.008"" looser than OD)",1,recommended,FSA-60M-95M-1,3.7401574803149606,HS 3000-3500,3.0,3.5,,,Recommended | Hose flipped | Fit FSA stretch | Fit stern loose_under_1mm | Step-down Yes
metric,60.0,mm,76.0,mm,FSKM-60M-76M-1,"step-down (FSA tail > stern); stretch at FSA end (0.004"" larger OD than hose ID); loose under 1mm at stern end (0.008"" looser than OD)",3,straight_hose,FSA-60M-89M-1,3.503937007874016,HS 3000-3500,3.0,3.5,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern loose_under_1mm | Step-down Yes
metric,60.0,mm,89.0,mm,FSKM-60M-89M-1,"stretch at FSA end (0.004"" larger OD than hose ID); stretch at stern end (0.004"" larger OD than hose ID)",1,recommended,FSA-60M-89M-1,3.503937007874016,HS 3500-3500,3.5,3.5,,,Recommended | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
metric,60.0,mm,89.0,mm,FSKM-60M-89M-1,"step-down (FSA tail > stern); stretch at FSA end (0.240"" larger OD than hose ID); stretch at stern end (0.004"" larger OD than hose ID)",4,stretch_quarter_in,FSA-60M-95M-1,3.7401574803149606,HS 3500-3500,3.5,3.5,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down Yes
metric,60.0,mm,89.0,mm,FSKM-60M-89M-1,"step-down (FSA tail > stern); loose under 1mm at FSA end (0.010"" looser than OD); stretch at stern end (0.004"" larger OD than hose ID)",4,stretch_quarter_in,FSA-60M-95M-1,3.7401574803149606,HS 3500-3750,3.5,3.75,,,Alternative | Hose flipped | Fit FSA loose_under_1mm | Fit stern stretch | Step-down Yes
metric,60.0,mm,89.0,mm,FSKM-60M-89M-1,"step-down (FSA tail > stern); stretch at FSA end (0.016"" larger OD than hose ID); stretch at stern end (0.004"" larger OD than hose ID)",4,stretch_quarter_in,FSA-60M-102M-1,4.015748031496063,HS 3500-4000,3.5,4.0,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down Yes
metric,60.0,mm,95.0,mm,FSKM-60M-95M-1,"stretch at FSA end (0.004"" larger OD than hose ID); loose under 1mm at stern end (0.010"" looser than OD)",1,recommended,FSA-60M-89M-1,3.503937007874016,HS 3500-3750,3.5,3.75,,,Recommended | Hose normal | Fit FSA stretch | Fit stern loose_under_1mm | Step-down No
metric,60.0,mm,95.0,mm,FSKM-60M-95M-1,"stretch at FSA end (0.240"" larger OD than hose ID); loose under 1mm at stern end (0.010"" looser than OD)",3,straight_hose,FSA-60M-95M-1,3.7401574803149606,HS 3500-3750,3.5,3.75,,,Alternative | Hose normal | Fit FSA stretch | Fit stern loose_under_1mm | Step-down No
metric,60.0,mm,95.0,mm,FSKM-60M-95M-1,"stretch at FSA end (0.004"" larger OD than hose ID); stretch at stern end (0.240"" larger OD than hose ID)",4,stretch_quarter_in,FSA-60M-89M-1,3.503937007874016,HS 3500-3500,3.5,3.5,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
metric,60.0,mm,95.0,mm,FSKM-60M-95M-1,"stretch at FSA end (0.240"" larger OD than hose ID); stretch at stern end (0.240"" larger OD than hose ID)",4,stretch_quarter_in,FSA-60M-95M-1,3.7401574803149606,HS 3500-3500,3.5,3.5,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
metric,60.0,mm,95.0,mm,FSKM-60M-95M-1,"loose under 1mm at FSA end (0.010"" looser than OD); stretch at stern end (0.240"" larger OD than hose ID)",4,stretch_quarter_in,FSA-60M-95M-1,3.7401574803149606,HS 3500-3750,3.5,3.75,,,Alternative | Hose flipped | Fit FSA loose_under_1mm | Fit stern stretch | Step-down No
metric,60.0,mm,95.0,mm,FSKM-60M-95M-1,"step-down (FSA tail > stern); stretch at FSA end (0.016"" larger OD than hose ID); stretch at stern end (0.240"" larger OD than hose ID)",4,stretch_quarter_in,FSA-60M-102M-1,4.015748031496063,HS 3500-4000,3.5,4.0,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down Yes
metric,60.0,mm,102.0,mm,FSKM-60M-102M-1,"stretch at FSA end (0.004"" larger OD than hose ID); stretch at stern end (0.016"" larger OD than hose ID)",1,recommended,FSA-60M-89M-1,3.503937007874016,HS 3500-4000,3.5,4.0,,,Recommended | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
metric,60.0,mm,102.0,mm,FSKM-60M-102M-1,"stretch at FSA end (0.240"" larger OD than hose ID); stretch at stern end (0.016"" larger OD than hose ID)",4,stretch_quarter_in,FSA-60M-95M-1,3.7401574803149606,HS 3500-4000,3.5,4.0,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
metric,60.0,mm,108.0,mm,FSKM-60M-108M-1,"stretch at FSA end (0.016"" larger OD than hose ID); stretch at stern end (0.002"" larger OD than hose ID)",1,recommended,FSA-60M-102M-1,4.015748031496063,HS 4000-4250,4.0,4.25,,,Recommended | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
metric,65.0,mm,89.0,mm,FSKM-65M-89M-1,"step-down (FSA tail > stern); loose under 1mm at FSA end (0.010"" looser than OD); stretch at stern end (0.004"" larger OD than hose ID)",1,recommended,FSA-65M-95M-1,3.7401574803149606,HS 3500-3750,3.5,3.75,,,Recommended | Hose flipped | Fit FSA loose_under_1mm | Fit stern stretch | Step-down Yes
metric,65.0,mm,89.0,mm,FSKM-65M-89M-1,"stretch at FSA end (0.004"" larger OD than hose ID); stretch at stern end (0.004"" larger OD than hose ID)",4,stretch_quarter_in,FSA-65M-89M-1,3.503937007874016,HS 3500-3500,3.5,3.5,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
metric,65.0,mm,89.0,mm,FSKM-65M-89M-1,"step-down (FSA tail > stern); stretch at FSA end (0.240"" larger OD than hose ID); stretch at stern end (0.004"" larger OD than hose ID)",4,stretch_quarter_in,FSA-65M-95M-1,3.7401574803149606,HS 3500-3500,3.5,3.5,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down Yes
metric,65.0,mm,89.0,mm,FSKM-65M-89M-1,"step-down (FSA tail > stern); stretch at FSA end (0.016"" larger OD than hose ID); stretch at stern end (0.004"" larger OD than hose ID)",4,stretch_quarter_in,FSA-65M-102M-1,4.015748031496063,HS 3500-4000,3.5,4.0,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down Yes
metric,65.0,mm,95.0,mm,FSKM-65M-95M-1,"stretch at FSA end (0.004"" larger OD than hose ID); loose under 1mm at stern end (0.010"" looser than OD)",1,recommended,FSA-65M-89M-1,3.503937007874016,HS 3500-3750,3.5,3.75,,,Recommended | Hose normal | Fit FSA stretch | Fit stern loose_under_1mm | Step-down No
metric,65.0,mm,95.0,mm,FSKM-65M-95M-1,"stretch at FSA end (0.240"" larger OD than hose ID); loose under 1mm at stern end (0.010"" looser than OD)",3,straight_hose,FSA-65M-95M-1,3.7401574803149606,HS 3500-3750,3.5,3.75,,,Alternative | Hose normal | Fit FSA stretch | Fit stern loose_under_1mm | Step-down No
metric,65.0,mm,95.0,mm,FSKM-65M-95M-1,"stretch at FSA end (0.004"" larger OD than hose ID); stretch at stern end (0.240"" larger OD than hose ID)",4,stretch_quarter_in,FSA-65M-89M-1,3.503937007874016,HS 3500-3500,3.5,3.5,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
metric,65.0,mm,95.0,mm,FSKM-65M-95M-1,"stretch at FSA end (0.240"" larger OD than hose ID); stretch at stern end (0.240"" larger OD than hose ID)",4,stretch_quarter_in,FSA-65M-95M-1,3.7401574803149606,HS 3500-3500,3.5,3.5,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
metric,65.0,mm,95.0,mm,FSKM-65M-95M-1,"loose under 1mm at FSA end (0.010"" looser than OD); stretch at stern end (0.240"" larger OD than hose ID)",4,stretch_quarter_in,FSA-65M-95M-1,3.7401574803149606,HS 3500-3750,3.5,3.75,,,Alternative | Hose flipped | Fit FSA loose_under_1mm | Fit stern stretch | Step-down No
metric,65.0,mm,95.0,mm,FSKM-65M-95M-1,"step-down (FSA tail > stern); stretch at FSA end (0.016"" larger OD than hose ID); stretch at stern end (0.240"" larger OD than hose ID)",4,stretch_quarter_in,FSA-65M-102M-1,4.015748031496063,HS 3500-4000,3.5,4.0,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down Yes
metric,65.0,mm,102.0,mm,FSKM-65M-102M-1,"stretch at FSA end (0.004"" larger OD than hose ID); stretch at stern end (0.016"" larger OD than hose ID)",1,recommended,FSA-65M-89M-1,3.503937007874016,HS 3500-4000,3.5,4.0,,,Recommended | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
metric,65.0,mm,102.0,mm,FSKM-65M-102M-1,"stretch at FSA end (0.240"" larger OD than hose ID); stretch at stern end (0.016"" larger OD than hose ID)",4,stretch_quarter_in,FSA-65M-95M-1,3.7401574803149606,HS 3500-4000,3.5,4.0,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
metric,65.0,mm,114.0,mm,FSKM-65M-114M-1,"stretch at FSA end (0.016"" larger OD than hose ID); loose under 1mm at stern end (0.012"" looser than OD)",1,recommended,FSA-65M-102M-1,4.015748031496063,HS 4000-4500,4.0,4.5,,,Recommended | Hose normal | Fit FSA stretch | Fit stern loose_under_1mm | Step-down No
metric,65.0,mm,114.0,mm,FSKM-65M-114M-1,"stretch at FSA end (0.016"" larger OD than hose ID); stretch at stern end (0.238"" larger OD than hose ID)",4,stretch_quarter_in,FSA-65M-102M-1,4.015748031496063,HS 4000-4250,4.0,4.25,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
metric,70.0,mm,89.0,mm,FSKM-70M-89M-1,"stretch at FSA end (0.004"" larger OD than hose ID); stretch at stern end (0.004"" larger OD than hose ID)",1,recommended,FSA-70M-89M-1,3.503937007874016,HS 3500-3500,3.5,3.5,,,Recommended | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
metric,70.0,mm,89.0,mm,FSKM-70M-89M-1,"step-down (FSA tail > stern); stretch at FSA end (0.016"" larger OD than hose ID); stretch at stern end (0.004"" larger OD than hose ID)",4,stretch_quarter_in,FSA-70M-102M-0,4.015748031496063,HS 3500-4000,3.5,4.0,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down Yes
metric,70.0,mm,89.0,mm,FSKM-70M-89M-1,"step-down (FSA tail > stern); stretch at FSA end (0.016"" larger OD than hose ID); stretch at stern end (0.004"" larger OD than hose ID)",4,stretch_quarter_in,FSA-70M-102M-1,4.015748031496063,HS 3500-4000,3.5,4.0,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down Yes
metric,70.0,mm,102.0,mm,FSKM-70M-102M-1,"stretch at FSA end (0.004"" larger OD than hose ID); stretch at stern end (0.016"" larger OD than hose ID)",1,recommended,FSA-70M-89M-1,3.503937007874016,HS 3500-4000,3.5,4.0,,,Recommended | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
metric,70.0,mm,102.0,mm,FSKM-70M-102M-1,"step-down (FSA tail > stern); stretch at FSA end (0.238"" larger OD than hose ID); stretch at stern end (0.016"" larger OD than hose ID)",4,stretch_quarter_in,FSA-70M-114M-0,4.488188976377953,HS 4000-4250,4.0,4.25,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down Yes
metric,70.0,mm,102.0,mm,FSKM-70M-102M-1,"step-down (FSA tail > stern); stretch at FSA end (0.238"" larger OD than hose ID); stretch at stern end (0.016"" larger OD than hose ID)",4,stretch_quarter_in,FSA-70M-114M-1,4.488188976377953,HS 4000-4250,4.0,4.25,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down Yes
metric,70.0,mm,102.0,mm,FSKM-70M-102M-1,"step-down (FSA tail > stern); loose under 1mm at FSA end (0.012"" looser than OD); stretch at stern end (0.016"" larger OD than hose ID)",4,stretch_quarter_in,FSA-70M-114M-0,4.488188976377953,HS 4000-4500,4.0,4.5,,,Alternative | Hose flipped | Fit FSA loose_under_1mm | Fit stern stretch | Step-down Yes
metric,70.0,mm,102.0,mm,FSKM-70M-102M-1,"step-down (FSA tail > stern); loose under 1mm at FSA end (0.012"" looser than OD); stretch at stern end (0.016"" larger OD than hose ID)",4,stretch_quarter_in,FSA-70M-114M-1,4.488188976377953,HS 4000-4500,4.0,4.5,,,Alternative | Hose flipped | Fit FSA loose_under_1mm | Fit stern stretch | Step-down Yes
