System,ShaftSize,ShaftUnits,SternSize,SternUnits,FSK_Template,FSK_Notes,Priority,RuleType,FSA_Template,FSA_Tail_OD_in,Hose_Code,Hose_End1_in,Hose_End2_in,Clamp1_Code,Clamp2_Code,Comments
imperial,1.375,in,2.5,in,FSK-1375-2500,"straight hose; stretch at FSA end and exact at stern end (FSA end stretched by 0.125"" )",3,stretch_quarter_in,FSA-1375-2625,2.625,HOSE 2500,2.5,2.5,,,Alternative | Hose straight | Fit FSA stretch | Fit stern exact | Step-down No
imperial,1.375,in,2.5,in,FSK-1375-2500,straight hose; exact at FSA end and exact at stern end,3,straight_hose,FSA-1375-2500,2.5,HOSE 2500,2.5,2.5,,,Alternative | Hose straight | Fit FSA exact | Fit stern exact | Step-down No
imperial,1.375,in,2.5,in,FSK-1375-2500,"straight hose; exact at FSA end and stretch at stern end (stern end stretched by 0.250"" )",4,stretch_quarter_in,FSA-1375-2250,2.25,HOSE 2250,2.25,2.25,,,Alternative | Hose straight | Fit FSA exact | Fit stern stretch | Step-down No
imperial,1.375,in,2.5,in,FSK-1375-2500,"straight hose; stretch at FSA end and stretch at stern end (FSA end stretched by 0.125"" ) (stern end stretched by 0.250"" )",4,stretch_quarter_in,FSA-1375-2375,2.375,HOSE 2250,2.25,2.25,,,Alternative | Hose straight | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.375,in,2.5,in,FSK-1375-2500,"straight hose; stretch at FSA end and stretch at stern end (FSA end stretched by 0.250"" ) (stern end stretched by 0.250"" )",4,stretch_quarter_in,FSA-1375-2500,2.5,HOSE 2250,2.25,2.25,,,Alternative | Hose straight | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.375,in,2.5,in,FSK-1375-2500,"straight hose; stretch at FSA end and stretch at stern end (FSA end stretched by 0.250"" ) (stern end stretched by 0.125"" )",4,stretch_quarter_in,FSA-1375-2625,2.625,HOSE 2375,2.375,2.375,,,Alternative | Hose straight | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.375,in,2.5,in,FSK-1375-2500,"straight hose; exact at FSA end and stretch at stern end (stern end stretched by 0.125"" )",4,stretch_quarter_in,FSA-1375-2375,2.375,HOSE 2375,2.375,2.375,,,Alternative | Hose straight | Fit FSA exact | Fit stern stretch | Step-down No
imperial,1.375,in,2.5,in,FSK-1375-2500,"straight hose; stretch at FSA end and stretch at stern end (FSA end stretched by 0.125"" ) (stern end stretched by 0.125"" )",4,stretch_quarter_in,FSA-1375-2500,2.5,HOSE 2375,2.375,2.375,,,Alternative | Hose straight | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.375,in,2.5,in,FSK-1375-2500,"stretch at stern end (0.130"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1375-2250,2.25,HS 2250-2375,2.25,2.375,,,Alternative | Hose normal | Fit FSA exact | Fit stern stretch | Step-down No
imperial,1.375,in,2.5,in,FSK-1375-2500,"stretch at stern end (0.125"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1375-2250,2.25,HS 2250-2375,2.25,2.375,,,Alternative | Hose normal | Fit FSA exact | Fit stern stretch | Step-down No
imperial,1.375,in,2.5,in,FSK-1375-2500,"stretch at FSA end (0.125"" larger OD than hose ID); stretch at stern end (0.130"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1375-2375,2.375,HS 2250-2375,2.25,2.375,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.375,in,2.5,in,FSK-1375-2500,"stretch at FSA end (0.005"" larger OD than hose ID); stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1375-2375,2.375,HS 2250-2375,2.25,2.375,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.375,in,2.5,in,FSK-1375-2500,"stretch at FSA end (0.125"" larger OD than hose ID); stretch at stern end (0.125"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1375-2375,2.375,HS 2250-2375,2.25,2.375,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.375,in,2.5,in,FSK-1375-2500,"stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1375-2375,2.375,HS 2250-2375,2.25,2.375,,,Alternative | Hose flipped | Fit FSA exact | Fit stern stretch | Step-down No
imperial,1.375,in,2.5,in,FSK-1375-2500,"stretch at FSA end (0.250"" larger OD than hose ID); stretch at stern end (0.130"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1375-2500,2.5,HS 2250-2375,2.25,2.375,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.375,in,2.5,in,FSK-1375-2500,"stretch at FSA end (0.130"" larger OD than hose ID); stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1375-2500,2.5,HS 2250-2375,2.25,2.375,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.375,in,2.5,in,FSK-1375-2500,"stretch at FSA end (0.250"" larger OD than hose ID); stretch at stern end (0.125"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1375-2500,2.5,HS 2250-2375,2.25,2.375,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.375,in,2.5,in,FSK-1375-2500,"stretch at FSA end (0.125"" larger OD than hose ID); stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1375-2500,2.5,HS 2250-2375,2.25,2.375,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.375,in,2.5,in,FSK-1375-2500,"step-down (FSA tail > stern); stretch at FSA end (0.250"" larger OD than hose ID); stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1375-2625,2.625,HS 2250-2375,2.25,2.375,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down Yes
imperial,1.375,in,2.625,in,FSK-1375-2625,exact fit at both ends,1,recommended,FSA-1375-2500,2.5,HS 2500-2625,2.5,2.625,,,Recommended | Hose normal | Fit FSA exact | Fit stern exact | Step-down No
imperial,1.375,in,2.625,in,FSK-1375-2625,straight hose; exact at FSA end and exact at stern end,3,straight_hose,FSA-1375-2625,2.625,HOSE 2625,2.625,2.625,,,Alternative | Hose straight | Fit FSA exact | Fit stern exact | Step-down No
imperial,1.375,in,2.625,in,FSK-1375-2625,"stretch at FSA end (0.125"" larger OD than hose ID)",3,straight_hose,FSA-1375-2625,2.625,HS 2500-2625,2.5,2.625,,,Alternative | Hose normal | Fit FSA stretch | Fit stern exact | Step-down No
imperial,1.375,in,2.625,in,FSK-1375-2625,"straight hose; stretch at FSA end and stretch at stern end (FSA end stretched by 0.125"" ) (stern end stretched by 0.250"" )",4,stretch_quarter_in,FSA-1375-2500,2.5,HOSE 2375,2.375,2.375,,,Alternative | Hose straight | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.375,in,2.625,in,FSK-1375-2625,"straight hose; stretch at FSA end and stretch at stern end (FSA end stretched by 0.250"" ) (stern end stretched by 0.250"" )",4,stretch_quarter_in,FSA-1375-2625,2.625,HOSE 2375,2.375,2.375,,,Alternative | Hose straight | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.375,in,2.625,in,FSK-1375-2625,"straight hose; exact at FSA end and stretch at stern end (stern end stretched by 0.250"" )",4,stretch_quarter_in,FSA-1375-2375,2.375,HOSE 2375,2.375,2.375,,,Alternative | Hose straight | Fit FSA exact | Fit stern stretch | Step-down No
imperial,1.375,in,2.625,in,FSK-1375-2625,"straight hose; exact at FSA end and stretch at stern end (stern end stretched by 0.125"" )",4,stretch_quarter_in,FSA-1375-2500,2.5,HOSE 2500,2.5,2.5,,,Alternative | Hose straight | Fit FSA exact | Fit stern stretch | Step-down No
imperial,1.375,in,2.625,in,FSK-1375-2625,"straight hose; stretch at FSA end and stretch at stern end (FSA end stretched by 0.125"" ) (stern end stretched by 0.125"" )",4,stretch_quarter_in,FSA-1375-2625,2.625,HOSE 2500,2.5,2.5,,,Alternative | Hose straight | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.375,in,2.625,in,FSK-1375-2625,"stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1375-2250,2.25,HS 2250-2375,2.25,2.375,,,Alternative | Hose normal | Fit FSA exact | Fit stern stretch | Step-down No
imperial,1.375,in,2.625,in,FSK-1375-2625,"stretch at FSA end (0.125"" larger OD than hose ID); stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1375-2375,2.375,HS 2250-2375,2.25,2.375,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.375,in,2.625,in,FSK-1375-2625,"stretch at FSA end (0.250"" larger OD than hose ID); stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1375-2500,2.5,HS 2250-2375,2.25,2.375,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.375,in,2.625,in,FSK-1375-2625,"stretch at stern end (0.125"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1375-2625,2.625,HS 2500-2625,2.5,2.625,,,Alternative | Hose flipped | Fit FSA exact | Fit stern stretch | Step-down No
imperial,1.375,in,2.75,in,FSK-1375-2750,exact fit at both ends,1,recommended,FSA-1375-2500,2.5,HS 2500-2750,2.5,2.75,,,Recommended | Hose normal | Fit FSA exact | Fit stern exact | Step-down No
imperial,1.375,in,2.75,in,FSK-1375-2750,"stretch at FSA end (0.125"" larger OD than hose ID)",3,straight_hose,FSA-1375-2625,2.625,HS 2500-2750,2.5,2.75,,,Alternative | Hose normal | Fit FSA stretch | Fit stern exact | Step-down No
imperial,1.375,in,2.75,in,FSK-1375-2750,"straight hose; exact at FSA end and stretch at stern end (stern end stretched by 0.250"" )",4,stretch_quarter_in,FSA-1375-2500,2.5,HOSE 2500,2.5,2.5,,,Alternative | Hose straight | Fit FSA exact | Fit stern stretch | Step-down No
imperial,1.375,in,2.75,in,FSK-1375-2750,"straight hose; stretch at FSA end and stretch at stern end (FSA end stretched by 0.125"" ) (stern end stretched by 0.250"" )",4,stretch_quarter_in,FSA-1375-2625,2.625,HOSE 2500,2.5,2.5,,,Alternative | Hose straight | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.375,in,2.75,in,FSK-1375-2750,"straight hose; exact at FSA end and stretch at stern end (stern end stretched by 0.125"" )",4,stretch_quarter_in,FSA-1375-2625,2.625,HOSE 2625,2.625,2.625,,,Alternative | Hose straight | Fit FSA exact | Fit stern stretch | Step-down No
imperial,1.375,in,2.75,in,FSK-1375-2750,"stretch at stern end (0.125"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1375-2500,2.5,HS 2500-2625,2.5,2.625,,,Alternative | Hose normal | Fit FSA exact | Fit stern stretch | Step-down No
imperial,1.375,in,2.75,in,FSK-1375-2750,"stretch at FSA end (0.125"" larger OD than hose ID); stretch at stern end (0.125"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1375-2625,2.625,HS 2500-2625,2.5,2.625,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.375,in,2.75,in,FSK-1375-2750,"stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1375-2625,2.625,HS 2500-2625,2.5,2.625,,,Alternative | Hose flipped | Fit FSA exact | Fit stern stretch | Step-down No
imperial,1.5,in,2.25,in,FSK-1500-2250,step-down (FSA tail > stern); exact fit at both ends,1,recommended,FSA-1500-2375,2.375,HS 2250-2375,2.25,2.375,,,Recommended | Hose flipped | Fit FSA exact | Fit stern exact | Step-down Yes
imperial,1.5,in,2.25,in,FSK-1500-2250,"straight hose; stretch at FSA end and exact at stern end (FSA end stretched by 0.125"" )",3,stretch_quarter_in,FSA-1500-2375,2.375,HOSE 2250,2.25,2.25,,,Alternative | Hose straight | Fit FSA stretch | Fit stern exact | Step-down No
imperial,1.5,in,2.25,in,FSK-1500-2250,"straight hose; stretch at FSA end and exact at stern end (FSA end stretched by 0.250"" )",3,stretch_quarter_in,FSA-1500-2500,2.5,HOSE 2250,2.25,2.25,,,Alternative | Hose straight | Fit FSA stretch | Fit stern exact | Step-down No
imperial,1.5,in,2.25,in,FSK-1500-2250,straight hose; exact at FSA end and exact at stern end,3,straight_hose,FSA-1500-2250,2.25,HOSE 2250,2.25,2.25,,,Alternative | Hose straight | Fit FSA exact | Fit stern exact | Step-down No
imperial,1.5,in,2.25,in,FSK-1500-2250,"step-down (FSA tail > stern); stretch at FSA end (0.005"" larger OD than hose ID)",3,straight_hose,FSA-1500-2375,2.375,HS 2250-2375,2.25,2.375,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern exact | Step-down Yes
imperial,1.5,in,2.25,in,FSK-1500-2250,"step-down (FSA tail > stern); stretch at FSA end (0.130"" larger OD than hose ID)",3,straight_hose,FSA-1500-2500,2.5,HS 2250-2375,2.25,2.375,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern exact | Step-down Yes
imperial,1.5,in,2.25,in,FSK-1500-2250,"step-down (FSA tail > stern); stretch at FSA end (0.125"" larger OD than hose ID)",3,straight_hose,FSA-1500-2500,2.5,HS 2250-2375,2.25,2.375,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern exact | Step-down Yes
imperial,1.5,in,2.25,in,FSK-1500-2250,"step-down (FSA tail > stern); stretch at FSA end (0.250"" larger OD than hose ID)",3,straight_hose,FSA-1500-2625,2.625,HS 2250-2375,2.25,2.375,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern exact | Step-down Yes
imperial,1.5,in,2.25,in,FSK-1500-2250,"straight hose; stretch at FSA end and stretch at stern end (FSA end stretched by 0.250"" ) (stern end stretched by 0.250"" )",4,stretch_quarter_in,FSA-1500-2250,2.25,HOSE 2000,2.0,2.0,,,Alternative | Hose straight | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.5,in,2.25,in,FSK-1500-2250,"straight hose; stretch at FSA end and stretch at stern end (FSA end stretched by 0.250"" ) (stern end stretched by 0.125"" )",4,stretch_quarter_in,FSA-1500-2375,2.375,HOSE 2125,2.125,2.125,,,Alternative | Hose straight | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.5,in,2.25,in,FSK-1500-2250,"straight hose; stretch at FSA end and stretch at stern end (FSA end stretched by 0.125"" ) (stern end stretched by 0.125"" )",4,stretch_quarter_in,FSA-1500-2250,2.25,HOSE 2125,2.125,2.125,,,Alternative | Hose straight | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.5,in,2.25,in,FSK-1500-2250,"stretch at FSA end (0.250"" larger OD than hose ID); stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1500-2250,2.25,HS 2000-2000,2.0,2.0,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.5,in,2.375,in,FSK-1500-2375,exact fit at both ends,1,recommended,FSA-1500-2250,2.25,HS 2250-2375,2.25,2.375,,,Recommended | Hose normal | Fit FSA exact | Fit stern exact | Step-down No
imperial,1.5,in,2.375,in,FSK-1500-2375,straight hose; exact at FSA end and exact at stern end,3,straight_hose,FSA-1500-2375,2.375,HOSE 2375,2.375,2.375,,,Alternative | Hose straight | Fit FSA exact | Fit stern exact | Step-down No
imperial,1.5,in,2.375,in,FSK-1500-2375,"straight hose; stretch at FSA end and exact at stern end (FSA end stretched by 0.125"" )",3,stretch_quarter_in,FSA-1500-2500,2.5,HOSE 2375,2.375,2.375,,,Alternative | Hose straight | Fit FSA stretch | Fit stern exact | Step-down No
imperial,1.5,in,2.375,in,FSK-1500-2375,"straight hose; stretch at FSA end and exact at stern end (FSA end stretched by 0.250"" )",3,stretch_quarter_in,FSA-1500-2625,2.625,HOSE 2375,2.375,2.375,,,Alternative | Hose straight | Fit FSA stretch | Fit stern exact | Step-down No
imperial,1.5,in,2.375,in,FSK-1500-2375,"stretch at FSA end (0.125"" larger OD than hose ID)",3,straight_hose,FSA-1500-2375,2.375,HS 2250-2375,2.25,2.375,,,Alternative | Hose normal | Fit FSA stretch | Fit stern exact | Step-down No
imperial,1.5,in,2.375,in,FSK-1500-2375,"step-down (FSA tail > stern); stretch at FSA end (0.250"" larger OD than hose ID)",3,straight_hose,FSA-1500-2500,2.5,HS 2250-2375,2.25,2.375,,,Alternative | Hose normal | Fit FSA stretch | Fit stern exact | Step-down Yes
imperial,1.5,in,2.375,in,FSK-1500-2375,"straight hose; stretch at FSA end and stretch at stern end (FSA end stretched by 0.125"" ) (stern end stretched by 0.250"" )",4,stretch_quarter_in,FSA-1500-2250,2.25,HOSE 2125,2.125,2.125,,,Alternative | Hose straight | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.5,in,2.375,in,FSK-1500-2375,"straight hose; stretch at FSA end and stretch at stern end (FSA end stretched by 0.250"" ) (stern end stretched by 0.250"" )",4,stretch_quarter_in,FSA-1500-2375,2.375,HOSE 2125,2.125,2.125,,,Alternative | Hose straight | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.5,in,2.375,in,FSK-1500-2375,"straight hose; exact at FSA end and stretch at stern end (stern end stretched by 0.125"" )",4,stretch_quarter_in,FSA-1500-2250,2.25,HOSE 2250,2.25,2.25,,,Alternative | Hose straight | Fit FSA exact | Fit stern stretch | Step-down No
imperial,1.5,in,2.375,in,FSK-1500-2375,"straight hose; stretch at FSA end and stretch at stern end (FSA end stretched by 0.125"" ) (stern end stretched by 0.125"" )",4,stretch_quarter_in,FSA-1500-2375,2.375,HOSE 2250,2.25,2.25,,,Alternative | Hose straight | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.5,in,2.375,in,FSK-1500-2375,"straight hose; stretch at FSA end and stretch at stern end (FSA end stretched by 0.250"" ) (stern end stretched by 0.125"" )",4,stretch_quarter_in,FSA-1500-2500,2.5,HOSE 2250,2.25,2.25,,,Alternative | Hose straight | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.5,in,2.375,in,FSK-1500-2375,"stretch at stern end (0.005"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1500-2250,2.25,HS 2250-2375,2.25,2.375,,,Alternative | Hose normal | Fit FSA exact | Fit stern stretch | Step-down No
imperial,1.5,in,2.375,in,FSK-1500-2375,"stretch at FSA end (0.125"" larger OD than hose ID); stretch at stern end (0.005"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1500-2375,2.375,HS 2250-2375,2.25,2.375,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.5,in,2.375,in,FSK-1500-2375,"stretch at FSA end (0.005"" larger OD than hose ID); stretch at stern end (0.125"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1500-2375,2.375,HS 2250-2375,2.25,2.375,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.5,in,2.375,in,FSK-1500-2375,"stretch at stern end (0.125"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1500-2375,2.375,HS 2250-2375,2.25,2.375,,,Alternative | Hose flipped | Fit FSA exact | Fit stern stretch | Step-down No
imperial,1.5,in,2.375,in,FSK-1500-2375,"step-down (FSA tail > stern); stretch at FSA end (0.250"" larger OD than hose ID); stretch at stern end (0.005"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1500-2500,2.5,HS 2250-2375,2.25,2.375,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down Yes
imperial,1.5,in,2.375,in,FSK-1500-2375,"step-down (FSA tail > stern); stretch at FSA end (0.130"" larger OD than hose ID); stretch at stern end (0.125"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1500-2500,2.5,HS 2250-2375,2.25,2.375,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down Yes
imperial,1.5,in,2.375,in,FSK-1500-2375,"step-down (FSA tail > stern); stretch at FSA end (0.125"" larger OD than hose ID); stretch at stern end (0.125"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1500-2500,2.5,HS 2250-2375,2.25,2.375,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down Yes
imperial,1.5,in,2.375,in,FSK-1500-2375,"step-down (FSA tail > stern); stretch at FSA end (0.250"" larger OD than hose ID); stretch at stern end (0.125"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1500-2625,2.625,HS 2250-2375,2.25,2.375,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down Yes
imperial,1.5,in,2.5,in,FSK-1500-2500,step-down (FSA tail > stern); exact fit at both ends,1,recommended,FSA-1500-2625,2.625,HS 2500-2625,2.5,2.625,,,Recommended | Hose flipped | Fit FSA exact | Fit stern exact | Step-down Yes
imperial,1.5,in,2.5,in,FSK-1500-2500,"straight hose; stretch at FSA end and exact at stern end (FSA end stretched by 0.125"" )",3,stretch_quarter_in,FSA-1500-2625,2.625,HOSE 2500,2.5,2.5,,,Alternative | Hose straight | Fit FSA stretch | Fit stern exact | Step-down No
imperial,1.5,in,2.5,in,FSK-1500-2500,straight hose; exact at FSA end and exact at stern end,3,straight_hose,FSA-1500-2500,2.5,HOSE 2500,2.5,2.5,,,Alternative | Hose straight | Fit FSA exact | Fit stern exact | Step-down No
imperial,1.5,in,2.5,in,FSK-1500-2500,"step-down (FSA tail > stern); stretch at FSA end (0.250"" larger OD than hose ID)",3,straight_hose,FSA-1500-3000,3.0,HS 2500-2750,2.5,2.75,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern exact | Step-down Yes
imperial,1.5,in,2.5,in,FSK-1500-2500,"straight hose; exact at FSA end and stretch at stern end (stern end stretched by 0.250"" )",4,stretch_quarter_in,FSA-1500-2250,2.25,HOSE 2250,2.25,2.25,,,Alternative | Hose straight | Fit FSA exact | Fit stern stretch | Step-down No
imperial,1.5,in,2.5,in,FSK-1500-2500,"straight hose; stretch at FSA end and stretch at stern end (FSA end stretched by 0.125"" ) (stern end stretched by 0.250"" )",4,stretch_quarter_in,FSA-1500-2375,2.375,HOSE 2250,2.25,2.25,,,Alternative | Hose straight | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.5,in,2.5,in,FSK-1500-2500,"straight hose; stretch at FSA end and stretch at stern end (FSA end stretched by 0.250"" ) (stern end stretched by 0.250"" )",4,stretch_quarter_in,FSA-1500-2500,2.5,HOSE 2250,2.25,2.25,,,Alternative | Hose straight | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.5,in,2.5,in,FSK-1500-2500,"straight hose; stretch at FSA end and stretch at stern end (FSA end stretched by 0.250"" ) (stern end stretched by 0.125"" )",4,stretch_quarter_in,FSA-1500-2625,2.625,HOSE 2375,2.375,2.375,,,Alternative | Hose straight | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.5,in,2.5,in,FSK-1500-2500,"straight hose; exact at FSA end and stretch at stern end (stern end stretched by 0.125"" )",4,stretch_quarter_in,FSA-1500-2375,2.375,HOSE 2375,2.375,2.375,,,Alternative | Hose straight | Fit FSA exact | Fit stern stretch | Step-down No
imperial,1.5,in,2.5,in,FSK-1500-2500,"straight hose; stretch at FSA end and stretch at stern end (FSA end stretched by 0.125"" ) (stern end stretched by 0.125"" )",4,stretch_quarter_in,FSA-1500-2500,2.5,HOSE 2375,2.375,2.375,,,Alternative | Hose straight | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.5,in,2.5,in,FSK-1500-2500,"stretch at stern end (0.130"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1500-2250,2.25,HS 2250-2375,2.25,2.375,,,Alternative | Hose normal | Fit FSA exact | Fit stern stretch | Step-down No
imperial,1.5,in,2.5,in,FSK-1500-2500,"stretch at stern end (0.125"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1500-2250,2.25,HS 2250-2375,2.25,2.375,,,Alternative | Hose normal | Fit FSA exact | Fit stern stretch | Step-down No
imperial,1.5,in,2.5,in,FSK-1500-2500,"stretch at FSA end (0.125"" larger OD than hose ID); stretch at stern end (0.130"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1500-2375,2.375,HS 2250-2375,2.25,2.375,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.5,in,2.5,in,FSK-1500-2500,"stretch at FSA end (0.005"" larger OD than hose ID); stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1500-2375,2.375,HS 2250-2375,2.25,2.375,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.5,in,2.5,in,FSK-1500-2500,"stretch at FSA end (0.125"" larger OD than hose ID); stretch at stern end (0.125"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1500-2375,2.375,HS 2250-2375,2.25,2.375,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.5,in,2.5,in,FSK-1500-2500,"stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1500-2375,2.375,HS 2250-2375,2.25,2.375,,,Alternative | Hose flipped | Fit FSA exact | Fit stern stretch | Step-down No
imperial,1.5,in,2.5,in,FSK-1500-2500,"stretch at FSA end (0.250"" larger OD than hose ID); stretch at stern end (0.130"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1500-2500,2.5,HS 2250-2375,2.25,2.375,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.5,in,2.5,in,FSK-1500-2500,"stretch at FSA end (0.130"" larger OD than hose ID); stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1500-2500,2.5,HS 2250-2375,2.25,2.375,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.5,in,2.5,in,FSK-1500-2500,"stretch at FSA end (0.250"" larger OD than hose ID); stretch at stern end (0.125"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1500-2500,2.5,HS 2250-2375,2.25,2.375,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.5,in,2.5,in,FSK-1500-2500,"stretch at FSA end (0.125"" larger OD than hose ID); stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1500-2500,2.5,HS 2250-2375,2.25,2.375,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,1.5,in,2.5,in,FSK-1500-2500,"step-down (FSA tail > stern); stretch at FSA end (0.250"" larger OD than hose ID); stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-1500-2625,2.625,HS 2250-2375,2.25,2.375,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down Yes
imperial,1.5,in,2.625,in,FSK-1500-2625,exact fit at both ends,1,recommended,FSA-1500-2500,2.5,HS 2500-2625,2.5,2.625,,,Recommended | Hose normal | Fit FSA exact | Fit stern exact | Step-down No
imperial,1.5,in,2.625,in,FSK-1500-2625,straight hose; exact at FSA end and exact at stern end,3,straight_hose,FSA-1500-2625,2.625,HOSE 2625,2.625,2.625,,,Alternative | Hose straight | Fit FSA exact | Fit stern exact | Step-down No
imperial,1.5,in,2.625,in,FSK-1500-2625,"stretch at FSA end (0.125"" larger OD than hose ID)",3,straight_hose,FSA-1500-2625,2.625,HS 2500-2625,2.5,2.625,,,Alternative | Hose normal | Fit FSA stretch | Fit stern exact | Step-down No
imperial,1.5,in,2.625,in,FSK-1500-2625,"straight hose; stretch at FSA end and stretch at stern end (FSA end stretched by 0.125"" ) (stern end stretched by 0.250"" )",4,stretch_quarter_in,FSA-1500-2500,2.5,HOSE 2375,2.375,2.375,,,Alternative | Hose straight | Fit FSA stretch | Fit stern stretch | Step-down No
