System,ShaftSize,ShaftUnits,SternSize,SternUnits,FSK_Template,FSK_Notes,Priority,RuleType,Is_US_Recommended,Stretch_Type,Stretch_Backend_in,Stretch_Stern_in,FSA_Template,FSA_Tail_OD_in,Hose_Code,Hose_End1_in,Hose_End2_in,Clamp1_Code,Clamp1_Qty,Clamp2_Code,Clamp2_Qty,Comments
SureSeal,1.625,in,3.125,in,nan,,5,Rule Engine,False,Stern,0.0,0.125,FSA-1625-3000-1,3.0,HS 3000-3000-1,,,CLAMP-4000,2,CLAMP-4000,2,"Rule Engine; Articulated; Orientation A->Backend; Stretch backend 0.000in, stern 0.125in"
SureSeal,1.625,in,3.25,in,nan,,5,Rule Engine,False,Stern,0.0,0.25,FSA-1625-3000-1,3.0,HOSE 3000,3.0,3.0,CLAMP-4000,2,CLAMP-4000,2,"Rule Engine; Straight; Orientation A->Backend; Stretch backend 0.000in, stern 0.250in"
SureSeal,1.625,in,3.25,in,nan,,5,Rule Engine,False,Stern,0.0,0.25,FSA-1625-3000-1,3.0,HS 3000-3000,3.0,3.0,CLAMP-4000,2,CLAMP-4000,2,"Rule Engine; Articulated; Orientation A->Backend; Stretch backend 0.000in, stern 0.250in"
SureSeal,1.625,in,3.25,in,nan,,5,Rule Engine,False,Stern,0.0,0.25,FSA-1625-3000-1,3.0,HS 3000-3000-1,,,CLAMP-4000,2,CLAMP-4000,2,"Rule Engine; Articulated; Orientation A->Backend; Stretch backend 0.000in, stern 0.250in"
SureSeal,1.625,in,3.5,in,nan,,2,Rule Engine,False,None,0.0,0.0,FSA-1625-3000-1,3.0,HS 3000-3500,3.0,3.5,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,1.625,in,3.5,in,nan,,2,Rule Engine,False,None,0.0,0.0,FSA-1625-3000-1,3.0,HS 3000-3500-1,,,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,1.625,in,3.75,in,nan,,5,Rule Engine,False,Stern,0.0,0.25,FSA-1625-3000-1,3.0,HS 3000-3500,3.0,3.5,CLAMP-4000,2,CLAMP-4000,2,"Rule Engine; Articulated; Orientation A->Backend; Stretch backend 0.000in, stern 0.250in"
SureSeal,1.625,in,3.75,in,nan,,5,Rule Engine,False,Stern,0.0,0.25,FSA-1625-3000-1,3.0,HS 3000-3500-1,,,CLAMP-4000,2,CLAMP-4000,2,"Rule Engine; Articulated; Orientation A->Backend; Stretch backend 0.000in, stern 0.250in"
SureSeal,1.75,in,1.5,in,nan,,6,Rule Engine,False,Both,0.125,0.25,FSA-1750-2500-0,2.5,HS 2250-2375,2.25,2.375,CLAMP-4000,2,CLAMP-2000,2,"Rule Engine; Articulated; Orientation B->Backend; Stretch backend 0.125in, stern 0.250in"
SureSeal,1.75,in,1.5,in,nan,,6,Rule Engine,False,Both,0.125,0.25,FSA-1750-2500-0,2.5,HS 2250-2375-1,,,CLAMP-4000,2,CLAMP-2000,2,"Rule Engine; Articulated; Orientation B->Backend; Stretch backend 0.125in, stern 0.250in"
SureSeal,1.75,in,1.5,in,nan,,6,Rule Engine,False,Both,0.125,0.25,FSA-1750-2500-1,2.5,HS 2250-2375,2.25,2.375,CLAMP-4000,2,CLAMP-2000,2,"Rule Engine; Articulated; Orientation B->Backend; Stretch backend 0.125in, stern 0.250in"
SureSeal,1.75,in,1.5,in,nan,,6,Rule Engine,False,Both,0.125,0.25,FSA-1750-2500-1,2.5,HS 2250-2375-1,,,CLAMP-4000,2,CLAMP-2000,2,"Rule Engine; Articulated; Orientation B->Backend; Stretch backend 0.125in, stern 0.250in"
SureSeal,1.75,in,2.375,in,nan,,3,Rule Engine,False,Backend,0.125,0.0,FSA-1750-2500-0,2.5,HOSE 2375,2.375,2.375,CLAMP-4000,2,CLAMP-4000,2,"Rule Engine; Straight; Orientation A->Backend; Stretch backend 0.125in, stern 0.000in"
SureSeal,1.75,in,2.375,in,nan,,3,Rule Engine,False,Backend,0.125,0.0,FSA-1750-2500-1,2.5,HOSE 2375,2.375,2.375,CLAMP-4000,2,CLAMP-4000,2,"Rule Engine; Straight; Orientation A->Backend; Stretch backend 0.125in, stern 0.000in"
SureSeal,1.75,in,2.5,in,FSK-1750-2500-0,,2,Rule Engine,False,None,0.0,0.0,FSA-1750-2625-0,2.625,HS 2500-2625,2.5,2.625,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation B->Backend
SureSeal,1.75,in,2.5,in,FSK-1750-2500-0,,2,Rule Engine,False,None,0.0,0.0,FSA-1750-2625-0,2.625,HS 2500-2625-1,,,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation B->Backend
SureSeal,1.75,in,2.5,in,FSK-1750-2500-1,,1,US Recommended,True,None,0.0,0.0,FSA-1750-2625-1,2.625,HS 2500-2625,2.5,2.625,CLAMP-4000,2,CLAMP-4000,2,US Recommended; Articulated Hose; Orientation B->Backend
SureSeal,1.75,in,2.5,in,FSK-1750-2500-1,,2,Rule Engine,False,None,0.0,0.0,FSA-1750-2625-1,2.625,HS 2500-2625,2.5,2.625,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation B->Backend
SureSeal,1.75,in,2.5,in,FSK-1750-2500-1,,2,Rule Engine,False,None,0.0,0.0,FSA-1750-2625-1,2.625,HS 2500-2625-1,,,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation B->Backend
SureSeal,1.75,in,2.625,in,FSK-1750-2625-0,,2,Rule Engine,False,None,0.0,0.0,FSA-1750-2500-0,2.5,HS 2500-2625,2.5,2.625,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,1.75,in,2.625,in,FSK-1750-2625-0,,2,Rule Engine,False,None,0.0,0.0,FSA-1750-2500-0,2.5,HS 2500-2625-1,,,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,1.75,in,2.625,in,FSK-1750-2625-1,,1,US Recommended,True,None,0.0,0.0,FSA-1750-2500-1,2.5,HS 2500-2625,2.5,2.625,CLAMP-4000,2,CLAMP-4000,2,US Recommended; Articulated Hose; Orientation A->Backend
SureSeal,1.75,in,2.625,in,FSK-1750-2625-1,,2,Rule Engine,False,None,0.0,0.0,FSA-1750-2500-1,2.5,HS 2500-2625,2.5,2.625,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,1.75,in,2.625,in,FSK-1750-2625-1,,2,Rule Engine,False,None,0.0,0.0,FSA-1750-2500-1,2.5,HS 2500-2625-1,,,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,1.75,in,2.75,in,FSK-1750-2750-0,,2,Rule Engine,False,None,0.0,0.0,FSA-1750-2500-0,2.5,HS 2500-2750,2.5,2.75,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,1.75,in,2.75,in,FSK-1750-2750-0,,2,Rule Engine,False,None,0.0,0.0,FSA-1750-2500-0,2.5,HS 2500-2750-1,,,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,1.75,in,2.75,in,FSK-1750-2750-1,,1,US Recommended,True,None,0.0,0.0,FSA-1750-2500-1,2.5,HS 2500-2750,2.5,2.75,CLAMP-4000,2,CLAMP-4000,2,US Recommended; Articulated Hose; Orientation A->Backend
SureSeal,1.75,in,2.75,in,FSK-1750-2750-1,,2,Rule Engine,False,None,0.0,0.0,FSA-1750-2500-1,2.5,HS 2500-2750,2.5,2.75,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,1.75,in,2.75,in,FSK-1750-2750-1,,2,Rule Engine,False,None,0.0,0.0,FSA-1750-2500-1,2.5,HS 2500-2750-1,,,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,1.75,in,3.0,in,FSK-1750-3000-0,,2,Rule Engine,False,None,0.0,0.0,FSA-1750-3000-0,3.0,HS 3000-3000,3.0,3.0,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,1.75,in,3.0,in,FSK-1750-3000-1,,1,US Recommended,True,None,0.0,0.0,FSA-1750-3000-1,3.0,HS 3000-3000,3.0,3.0,CLAMP-4000,2,CLAMP-4000,2,US Recommended; Articulated Hose; Orientation A->Backend
SureSeal,1.75,in,3.0,in,FSK-1750-3000-1,,2,Rule Engine,False,None,0.0,0.0,FSA-1750-3000-1,3.0,HS 3000-3000,3.0,3.0,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,1.75,in,3.125,in,FSK-1750-3125-1,,2,Rule Engine,False,None,0.0,0.0,FSA-1750-3125-0,3.125,HOSE 3125,3.125,3.125,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Straight; Orientation A->Backend
SureSeal,1.75,in,3.125,in,FSK-1750-3125-1,,3,Rule Engine,False,Backend,0.125,0.0,FSA-1750-3250-0,3.25,HOSE 3125,3.125,3.125,CLAMP-4000,2,CLAMP-4000,2,"Rule Engine; Straight; Orientation A->Backend; Stretch backend 0.125in, stern 0.000in"
SureSeal,1.75,in,3.125,in,FSK-1750-3125-1,,2,Rule Engine,False,None,0.0,0.0,FSA-1750-3125-1,3.125,HOSE 3125,3.125,3.125,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Straight; Orientation A->Backend
SureSeal,1.75,in,3.25,in,FSK-1750-3250-0,,2,Rule Engine,False,None,0.0,0.0,FSA-1750-3250-0,3.25,HS 3250-3250,3.25,3.25,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,1.75,in,3.25,in,FSK-1750-3250-1,,1,US Recommended,True,None,0.0,0.0,FSA-1750-3250-1,3.25,HS 3250-3250,3.25,3.25,CLAMP-4000,2,CLAMP-4000,2,US Recommended; Articulated Hose; Orientation A->Backend
SureSeal,1.75,in,3.25,in,FSK-1750-3250-1,,2,Rule Engine,False,None,0.0,0.0,FSA-1750-3250-1,3.25,HS 3250-3250,3.25,3.25,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,1.75,in,3.375,in,nan,,3,Rule Engine,False,Backend,0.125,0.0,FSA-1750-3500-0,3.5,HOSE 3375,3.375,3.375,CLAMP-4000,2,CLAMP-4000,2,"Rule Engine; Straight; Orientation A->Backend; Stretch backend 0.125in, stern 0.000in"
SureSeal,1.75,in,3.375,in,nan,,5,Rule Engine,False,Stern,0.0,0.125,FSA-1750-3250-0,3.25,HS 3250-3250,3.25,3.25,CLAMP-4000,2,CLAMP-4000,2,"Rule Engine; Articulated; Orientation A->Backend; Stretch backend 0.000in, stern 0.125in"
SureSeal,1.75,in,3.375,in,nan,,3,Rule Engine,False,Backend,0.125,0.0,FSA-1750-3500-1,3.5,HOSE 3375,3.375,3.375,CLAMP-4000,2,CLAMP-4000,2,"Rule Engine; Straight; Orientation A->Backend; Stretch backend 0.125in, stern 0.000in"
SureSeal,1.75,in,3.5,in,FSK-1750-3500-0,,2,Rule Engine,False,None,0.0,0.0,FSA-1750-3000-0,3.0,HS 3000-3500,3.0,3.5,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,1.75,in,3.5,in,FSK-1750-3500-0,,2,Rule Engine,False,None,0.0,0.0,FSA-1750-3000-0,3.0,HS 3000-3500-1,,,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,1.75,in,3.5,in,FSK-1750-3500-1,,1,US Recommended,True,None,0.0,0.0,FSA-1750-3500-1,3.5,HS 3500-3500,3.5,3.5,CLAMP-4000,2,CLAMP-4000,2,US Recommended; Articulated Hose; Orientation A->Backend
SureSeal,1.75,in,3.5,in,FSK-1750-3500-1,,2,Rule Engine,False,None,0.0,0.0,FSA-1750-3000-1,3.0,HS 3000-3500,3.0,3.5,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,1.75,in,3.5,in,FSK-1750-3500-1,,2,Rule Engine,False,None,0.0,0.0,FSA-1750-3000-1,3.0,HS 3000-3500-1,,,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,1.75,in,3.75,in,FSK-1750-3750-0,,2,Rule Engine,False,None,0.0,0.0,FSA-1750-3500-0,3.5,HS 3500-3750,3.5,3.75,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,1.75,in,3.75,in,FSK-1750-3750-0,,5,Rule Engine,False,Stern,0.0,0.25,FSA-1750-3000-0,3.0,HS 3000-3500,3.0,3.5,CLAMP-4000,2,CLAMP-4000,2,"Rule Engine; Articulated; Orientation A->Backend; Stretch backend 0.000in, stern 0.250in"
SureSeal,1.75,in,3.75,in,FSK-1750-3750-0,,5,Rule Engine,False,Stern,0.0,0.25,FSA-1750-3000-0,3.0,HS 3000-3500-1,,,CLAMP-4000,2,CLAMP-4000,2,"Rule Engine; Articulated; Orientation A->Backend; Stretch backend 0.000in, stern 0.250in"
SureSeal,1.75,in,3.75,in,FSK-1750-3750-1,,2,Rule Engine,False,None,0.0,0.0,FSA-1750-3500-1,3.5,HS 3500-3750,3.5,3.75,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,1.75,in,3.75,in,FSK-1750-3750-1,,5,Rule Engine,False,Stern,0.0,0.25,FSA-1750-3000-1,3.0,HS 3000-3500,3.0,3.5,CLAMP-4000,2,CLAMP-4000,2,"Rule Engine; Articulated; Orientation A->Backend; Stretch backend 0.000in, stern 0.250in"
SureSeal,1.75,in,4.0,in,FSK-1750-4000-1,,2,Rule Engine,False,None,0.0,0.0,FSA-1750-3500-0,3.5,HS 3500-4000,3.5,4.0,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,1.75,in,4.0,in,FSK-1750-4000-1,,5,Rule Engine,False,Stern,0.0,0.25,FSA-1750-3500-0,3.5,HS 3500-3750,3.5,3.75,CLAMP-4000,2,CLAMP-4000,2,"Rule Engine; Articulated; Orientation A->Backend; Stretch backend 0.000in, stern 0.250in"
SureSeal,1.75,in,4.0,in,FSK-1750-4000-1,,1,US Recommended,True,None,0.0,0.0,FSA-1750-3500-1,3.5,HS 3500-4000,3.5,4.0,CLAMP-4000,2,CLAMP-4000,2,US Recommended; Articulated Hose; Orientation A->Backend
SureSeal,1.75,in,4.0,in,FSK-1750-4000-1,,2,Rule Engine,False,None,0.0,0.0,FSA-1750-3500-1,3.5,HS 3500-4000,3.5,4.0,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,1.75,in,4.0,in,FSK-1750-4000-1,,5,Rule Engine,False,Stern,0.0,0.25,FSA-1750-3500-1,3.5,HS 3500-3750,3.5,3.75,CLAMP-4000,2,CLAMP-4000,2,"Rule Engine; Articulated; Orientation A->Backend; Stretch backend 0.000in, stern 0.250in"
SureSeal,1.75,in,4.25,in,nan,,5,Rule Engine,False,Stern,0.0,0.25,FSA-1750-3500-0,3.5,HS 3500-4000,3.5,4.0,CLAMP-4000,2,CLAMP-6000,2,"Rule Engine; Articulated; Orientation A->Backend; Stretch backend 0.000in, stern 0.250in"
SureSeal,1.75,in,4.25,in,nan,,5,Rule Engine,False,Stern,0.0,0.25,FSA-1750-3500-1,3.5,HS 3500-4000,3.5,4.0,CLAMP-4000,2,CLAMP-6000,2,"Rule Engine; Articulated; Orientation A->Backend; Stretch backend 0.000in, stern 0.250in"
SureSeal,2.0,in,2.5,in,nan,,2,Rule Engine,False,None,0.0,0.0,FSA-2000-2750-0,2.75,HS 2500-2750,2.5,2.75,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation B->Backend
SureSeal,2.0,in,2.5,in,nan,,2,Rule Engine,False,None,0.0,0.0,FSA-2000-2750-0,2.75,HS 2500-2750-1,,,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation B->Backend
SureSeal,2.0,in,2.5,in,nan,,3,Rule Engine,False,Backend,0.125,0.0,FSA-2000-2750-0,2.75,HS 2500-2625,2.5,2.625,CLAMP-4000,2,CLAMP-4000,2,"Rule Engine; Articulated; Orientation B->Backend; Stretch backend 0.125in, stern 0.000in"
SureSeal,2.0,in,2.5,in,nan,,2,Rule Engine,False,None,0.0,0.0,FSA-2000-2750-1,2.75,HS 2500-2750,2.5,2.75,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation B->Backend
SureSeal,2.0,in,2.5,in,nan,,2,Rule Engine,False,None,0.0,0.0,FSA-2000-2750-1,2.75,HS 2500-2750-1,,,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation B->Backend
SureSeal,2.0,in,2.625,in,nan,,3,Rule Engine,False,Backend,0.125,0.0,FSA-2000-2750-0,2.75,HOSE 2625,2.625,2.625,CLAMP-4000,2,CLAMP-4000,2,"Rule Engine; Straight; Orientation A->Backend; Stretch backend 0.125in, stern 0.000in"
SureSeal,2.0,in,2.625,in,nan,,5,Rule Engine,False,Stern,0.0,0.125,FSA-2000-2750-0,2.75,HS 2500-2750,2.5,2.75,CLAMP-4000,2,CLAMP-4000,2,"Rule Engine; Articulated; Orientation B->Backend; Stretch backend 0.000in, stern 0.125in"
SureSeal,2.0,in,2.625,in,nan,,3,Rule Engine,False,Backend,0.125,0.0,FSA-2000-2750-1,2.75,HOSE 2625,2.625,2.625,CLAMP-4000,2,CLAMP-4000,2,"Rule Engine; Straight; Orientation A->Backend; Stretch backend 0.125in, stern 0.000in"
SureSeal,2.0,in,2.75,in,FSK-2000-2750-0,,2,Rule Engine,False,None,0.0,0.0,FSA-2000-2750-0,2.75,HOSE 2750,2.75,2.75,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Straight; Orientation A->Backend
SureSeal,2.0,in,2.75,in,FSK-2000-2750-1,,2,Rule Engine,False,None,0.0,0.0,FSA-2000-2750-1,2.75,HOSE 2750,2.75,2.75,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Straight; Orientation A->Backend
SureSeal,2.0,in,3.0,in,FSK-2000-3000-0,,2,Rule Engine,False,None,0.0,0.0,FSA-2000-3000-0,3.0,HS 3000-3000,3.0,3.0,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,2.0,in,3.0,in,FSK-2000-3000-1,,1,US Recommended,True,None,0.0,0.0,FSA-2000-3000-1,3.0,HS 3000-3000,3.0,3.0,CLAMP-4000,2,CLAMP-4000,2,US Recommended; Articulated Hose; Orientation A->Backend
SureSeal,2.0,in,3.0,in,FSK-2000-3000-1,,2,Rule Engine,False,None,0.0,0.0,FSA-2000-3000-1,3.0,HS 3000-3000,3.0,3.0,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,2.0,in,3.125,in,FSK-2000-3125-1,,2,Rule Engine,False,None,0.0,0.0,FSA-2000-3125-0,3.125,HOSE 3125,3.125,3.125,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Straight; Orientation A->Backend
SureSeal,2.0,in,3.125,in,FSK-2000-3125-1,,3,Rule Engine,False,Backend,0.125,0.0,FSA-2000-3250-0,3.25,HOSE 3125,3.125,3.125,CLAMP-4000,2,CLAMP-4000,2,"Rule Engine; Straight; Orientation A->Backend; Stretch backend 0.125in, stern 0.000in"
SureSeal,2.0,in,3.125,in,FSK-2000-3125-1,,2,Rule Engine,False,None,0.0,0.0,FSA-2000-3125-1,3.125,HOSE 3125,3.125,3.125,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Straight; Orientation A->Backend
SureSeal,2.0,in,3.25,in,FSK-2000-3250-0,,2,Rule Engine,False,None,0.0,0.0,FSA-2000-3250-0,3.25,HS 3250-3250,3.25,3.25,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,2.0,in,3.25,in,FSK-2000-3250-1,,1,US Recommended,True,None,0.0,0.0,FSA-2000-3250-1,3.25,HS 3250-3250,3.25,3.25,CLAMP-4000,2,CLAMP-4000,2,US Recommended; Articulated Hose; Orientation A->Backend
SureSeal,2.0,in,3.25,in,FSK-2000-3250-1,,2,Rule Engine,False,None,0.0,0.0,FSA-2000-3250-1,3.25,HS 3250-3250,3.25,3.25,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,2.0,in,3.375,in,FSK-2000-3375-0,,2,Rule Engine,False,None,0.0,0.0,FSA-2000-3375-0,3.375,HOSE 3375,3.375,3.375,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Straight; Orientation A->Backend
SureSeal,2.0,in,3.375,in,FSK-2000-3375-1,,1,US Recommended,True,None,0.0,0.0,FSA-2000-3250-1,3.25,HS 3250-3250,3.25,3.25,CLAMP-4000,2,CLAMP-4000,2,US Recommended; Articulated Hose; Orientation Reversible
SureSeal,2.0,in,3.375,in,FSK-2000-3375-1,,2,Rule Engine,False,None,0.0,0.0,FSA-2000-3375-1,3.375,HOSE 3375,3.375,3.375,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Straight; Orientation A->Backend
SureSeal,2.0,in,3.5,in,FSK-2000-3500-0,,2,Rule Engine,False,None,0.0,0.0,FSA-2000-3000-0,3.0,HS 3000-3500,3.0,3.5,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,2.0,in,3.5,in,FSK-2000-3500-1,,1,US Recommended,True,None,0.0,0.0,FSA-2000-3500-1,3.5,HS 3500-3500,3.5,3.5,CLAMP-4000,2,CLAMP-4000,2,US Recommended; Articulated Hose; Orientation A->Backend
SureSeal,2.0,in,3.5,in,FSK-2000-3500-1,,2,Rule Engine,False,None,0.0,0.0,FSA-2000-3000-1,3.0,HS 3000-3500,3.0,3.5,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,2.0,in,3.5,in,FSK-2000-3500-1,,2,Rule Engine,False,None,0.0,0.0,FSA-2000-3000-2,3.0,HS 3000-3500,3.0,3.5,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,2.0,in,3.5,in,FSK-2000-3500-1,,2,Rule Engine,False,None,0.0,0.0,FSA-2000-3000-3,3.0,HS 3000-3500,3.0,3.5,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,2.0,in,3.75,in,FSK-2000-3750-0,,2,Rule Engine,False,None,0.0,0.0,FSA-2000-3500-0,3.5,HS 3500-3750,3.5,3.75,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,2.0,in,3.75,in,FSK-2000-3750-1,,1,US Recommended,True,None,0.0,0.0,FSA-2000-3500-1,3.5,HS 3500-3750,3.5,3.75,CLAMP-4000,2,CLAMP-4000,2,US Recommended; Articulated Hose; Orientation A->Backend
SureSeal,2.0,in,3.75,in,FSK-2000-3750-1,,2,Rule Engine,False,None,0.0,0.0,FSA-2000-3500-1,3.5,HS 3500-3750,3.5,3.75,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,2.0,in,3.75,in,FSK-2000-3750-1,,2,Rule Engine,False,None,0.0,0.0,FSA-2000-3500-2,3.5,HS 3500-3750,3.5,3.75,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,2.0,in,3.75,in,FSK-2000-3750-1,,2,Rule Engine,False,None,0.0,0.0,FSA-2000-3500-3,3.5,HS 3500-3750,3.5,3.75,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,2.0,in,4.0,in,FSK-2000-4000-0,,2,Rule Engine,False,None,0.0,0.0,FSA-2000-3500-0,3.5,HS 3500-4000,3.5,4.0,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,2.0,in,4.0,in,FSK-2000-4000-1,,1,US Recommended,True,None,0.0,0.0,FSA-2000-3500-1,3.5,HS 3500-4000,3.5,4.0,CLAMP-4000,2,CLAMP-4000,2,US Recommended; Articulated Hose; Orientation A->Backend
SureSeal,2.0,in,4.0,in,FSK-2000-4000-1,,2,Rule Engine,False,None,0.0,0.0,FSA-2000-3500-1,3.5,HS 3500-4000,3.5,4.0,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,2.0,in,4.0,in,FSK-2000-4000-1,,2,Rule Engine,False,None,0.0,0.0,FSA-2000-3500-2,3.5,HS 3500-4000,3.5,4.0,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,2.0,in,4.0,in,FSK-2000-4000-1,,2,Rule Engine,False,None,0.0,0.0,FSA-2000-3500-3,3.5,HS 3500-4000,3.5,4.0,CLAMP-4000,2,CLAMP-4000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,2.0,in,4.25,in,FSK-2000-4250-1,,2,Rule Engine,False,None,0.0,0.0,FSA-2000-4000-0,4.0,HS 4000-4250,4.0,4.25,CLAMP-4000,2,CLAMP-6000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,2.0,in,4.25,in,FSK-2000-4250-1,,5,Rule Engine,False,Stern,0.0,0.25,FSA-2000-3500-0,3.5,HS 3500-4000,3.5,4.0,CLAMP-4000,2,CLAMP-6000,2,"Rule Engine; Articulated; Orientation A->Backend; Stretch backend 0.000in, stern 0.250in"
SureSeal,2.0,in,4.25,in,FSK-2000-4250-1,,1,US Recommended,True,None,0.0,0.0,FSA-2000-4000-1,4.0,HS 4000-4250,4.0,4.25,CLAMP-4000,2,CLAMP-6000,2,US Recommended; Articulated Hose; Orientation A->Backend
SureSeal,2.0,in,4.25,in,FSK-2000-4250-1,,2,Rule Engine,False,None,0.0,0.0,FSA-2000-4000-1,4.0,HS 4000-4250,4.0,4.25,CLAMP-4000,2,CLAMP-6000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,2.0,in,4.25,in,FSK-2000-4250-1,,5,Rule Engine,False,Stern,0.0,0.25,FSA-2000-3500-1,3.5,HS 3500-4000,3.5,4.0,CLAMP-4000,2,CLAMP-6000,2,"Rule Engine; Articulated; Orientation A->Backend; Stretch backend 0.000in, stern 0.250in"
SureSeal,2.0,in,4.5,in,FSK-2000-4500-1,,2,Rule Engine,False,None,0.0,0.0,FSA-2000-4000-0,4.0,HS 4000-4500,4.0,4.5,CLAMP-4000,2,CLAMP-6000,2,Rule Engine; Articulated; Orientation A->Backend
SureSeal,2.0,in,4.5,in,FSK-2000-4500-1,,5,Rule Engine,False,Stern,0.0,0.25,FSA-2000-4000-0,4.0,HS 4000-4250,4.0,4.25,CLAMP-4000,2,CLAMP-6000,2,"Rule Engine; Articulated; Orientation A->Backend; Stretch backend 0.000in, stern 0.250in"
SureSeal,2.0,in,4.5,in,FSK-2000-4500-1,,1,US Recommended,True,None,0.0,0.0,FSA-2000-4000-1,4.0,HS 4000-4500,4.0,4.5,CLAMP-4000,2,CLAMP-6000,2,US Recommended; Articulated Hose; Orientation A->Backend
